scene	viewpoint	kind	class_1	detail_1	digest_1	class_2	detail_2	digest_2	repro	secs_1	secs_2
i4-1-ref-taker	I4-1	値	正解と一致		6a6e3c7a9a6a	正解と一致		6a6e3c7a9a6a	2 回の実行で同じ	0.009	0.02
i4-1-ref-maker	I4-1	値	不一致	engine: fills: 5 件(正解 4 件): 観測 [(3, 'OPEN_LONG', 100.0), (5, 'CLOSE_LONG', 102.0), (8, 'OPEN_SHORT', 102.0), (10, 'CLOSE_SHORT', 104.081616), (15, 'OPEN_LONG', 104.0)]	fcd9b9915636	不一致	engine: fills: 5 件(正解 4 件): 観測 [(3, 'OPEN_LONG', 100.0), (5, 'CLOSE_LONG', 102.0), (8, 'OPEN_SHORT', 102.0), (10, 'CLOSE_SHORT', 104.081616), (15, 'OPEN_LONG', 104.0)]	fcd9b9915636	2 回の実行で同じ	0.007	0.016
i4-2-grid	I4-2	値	正解と一致	30 の場合すべて	4ed69d3acdae	正解と一致	30 の場合すべて	4ed69d3acdae	2 回の実行で同じ	0.272	0.267
i4-3-e2e-taker	I4-3	値	正解と一致		4496ba78cd69	正解と一致		4496ba78cd69	2 回の実行で同じ	0.008	0.006
i4-3-e2e-maker	I4-3	値	不一致	fills: 5 件(正解 4 件): 観測 [(3, 'OPEN_LONG', 100.0), (5, 'CLOSE_LONG', 102.0), (8, 'OPEN_SHORT', 102.0), (10, 'CLOSE_SHORT', 104.081616), (15, 'OPEN_LONG', 104.0)]	576b290bc66d	不一致	fills: 5 件(正解 4 件): 観測 [(3, 'OPEN_LONG', 100.0), (5, 'CLOSE_LONG', 102.0), (8, 'OPEN_SHORT', 102.0), (10, 'CLOSE_SHORT', 104.081616), (15, 'OPEN_LONG', 104.0)]	576b290bc66d	2 回の実行で同じ	0.006	0.006
i4-4-plain	I4-4	値	正解と一致		14293724f86c	正解と一致		14293724f86c	2 回の実行で同じ	0.004	0.003
i4-4-fee	I4-4	値	正解と一致		bedd34db477e	正解と一致		bedd34db477e	2 回の実行で同じ	0.004	0.003
i4-5-fills	I4-5	値	正解と一致		bb18d929c420	正解と一致		bb18d929c420	2 回の実行で同じ	0.178	0.109
i4-5-outputs	I4-5	能力	正解と一致		234f495f9b7f	正解と一致		234f495f9b7f	2 回の実行で同じ	0.109	0.094
i4-6-label	I4-6	値	正解と一致		116d914e8bdf	正解と一致		116d914e8bdf	2 回の実行で同じ	0.105	0.093
