scene	viewpoint	kind	class_1	detail_1	digest_1	class_2	detail_2	digest_2	repro	secs_1	secs_2
v1-bitflyer-rest	V1	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.001	0.001
v1-bitflyer-us-gz	V1	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.001	0.0
v1-binance-aggtrades	V1	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.001	0.0
v1-fx-ticks	V1	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.0
v1-jpx-1m	V1	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.0
v1-bitflyer-board-top10	V1	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.0
v1-funding-and-liquidations	V1	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.001	0.001
v1-all-assets-one-call	V1	能力	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.002	0.002
v1-generic-shape	V1	能力	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.001	0.001
v2-same-instant-4-units	V2	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.001	0.001
v2-iso-offsets	V2	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.0
v2-naive-local-tz	V2	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.0
v3-clean-control	V3	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.0
v3-duplicate-and-conflict	V3	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.0
v3-backward	V3	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.0
v3-gap-bars	V3	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.0
v3-generations	V3	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.0
v4-sha256-values	V4	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.001	0.001
v4-sha256-distinguishes	V4	能力	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.001	0.001
v5-reject-qa	V5	能力	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.0
v5-reject-o3c	V5	能力	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.0
v5-reject-phase2-runs	V5	能力	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.0
v5-reject-dotdot	V5	能力	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.001
v5-reject-symlink	V5	能力	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.001	0.001
v5-seal-boundary	V5	値	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.001
v5-sealed-window	V5	能力	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	adapter: pybotters にファイルを読む口が無い(取引所への HTTP / WebSocket の通信と、受けた通知を貯める DataStore だけ。read_csv・csv.reader の当たりは 0 件)。時刻の文字列は変換せずそのまま持つ(SCAN 2788 行)	-	結果なし	0.0	0.001
v6-split	V6	値	結果なし	adapter: pybotters に分割・併合・コード変更の調整と日付ごとの銘柄集合の口が無い	-	結果なし	adapter: pybotters に分割・併合・コード変更の調整と日付ごとの銘柄集合の口が無い	-	結果なし	0.0	0.0
v6-reverse-split	V6	値	結果なし	adapter: pybotters に分割・併合・コード変更の調整と日付ごとの銘柄集合の口が無い	-	結果なし	adapter: pybotters に分割・併合・コード変更の調整と日付ごとの銘柄集合の口が無い	-	結果なし	0.0	0.0
v6-point-in-time	V6	値	結果なし	adapter: pybotters に分割・併合・コード変更の調整と日付ごとの銘柄集合の口が無い	-	結果なし	adapter: pybotters に分割・併合・コード変更の調整と日付ごとの銘柄集合の口が無い	-	結果なし	0.0	0.0
v6-code-change	V6	値	結果なし	adapter: pybotters に分割・併合・コード変更の調整と日付ごとの銘柄集合の口が無い	-	結果なし	adapter: pybotters に分割・併合・コード変更の調整と日付ごとの銘柄集合の口が無い	-	結果なし	0.0	0.0
v6-universe-survivorship	V6	能力	結果なし	adapter: pybotters に分割・併合・コード変更の調整と日付ごとの銘柄集合の口が無い	-	結果なし	adapter: pybotters に分割・併合・コード変更の調整と日付ごとの銘柄集合の口が無い	-	結果なし	0.0	0.0
v7-bars-from-trades	V7	値	結果なし	adapter: pybotters に模擬の経路が無い(通信の道具)	-	結果なし	adapter: pybotters に模擬の経路が無い(通信の道具)	-	結果なし	0.0	0.0
v7-rule-integer	V7	値	結果なし	adapter: pybotters に模擬の経路が無い(通信の道具)	-	結果なし	adapter: pybotters に模擬の経路が無い(通信の道具)	-	結果なし	0.0	0.0
