target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1
opp_backtesting	p1-merge-by-time	P0-1	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000], [""funding"", 1700265600000000000], [""bar"", 1700352000000000000], [""trade"", 1700438400000000000]]}"	backtesting.py の入力は Open/High/Low/Close(/Volume) の列を持つ DataFrame で、約定・資金調達 の型は無い。試したこと: Backtest(<['price', 'qty', 'side'] の DataFrame>, Strategy).run() -> ValueError: `data` must be a pandas.DataFrame with columns 'Open', 'High', 'Low', 'Close', and (optionally) 'Volume'
opp_backtesting	p1-one-call-per-event	P0-1	value	不一致	不一致	2 回の実行で同じ	ok	"{""sequence"": [[""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	ok	"{""sequence"": [[""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	足 5 本。next の各回に self.data.index[-1]
opp_backtesting	p1-typed-events	P0-1	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000]]}"	backtesting.py の入力は Open/High/Low/Close(/Volume) の列を持つ DataFrame で、約定 の型は無い。試したこと: Backtest(<['price', 'qty', 'side'] の DataFrame>, Strategy).run() -> ValueError: `data` must be a pandas.DataFrame with columns 'Open', 'High', 'Low', 'Close', and (optionally) 'Volume'
opp_backtesting	p2-iso-utc	P0-2	value	正解と一致	正解と一致	2 回の実行で同じ	ok	1704067200123456789	ok	1704067200123456789	1704067200123456789	backtesting.py の時刻は DataFrame の DatetimeIndex(pandas)。pd.Timestamp(iso).tz_convert('UTC').value
opp_backtesting	p2-iso-offset	P0-2	value	正解と一致	正解と一致	2 回の実行で同じ	ok	1704067200123456789	ok	1704067200123456789	1704067200123456789	backtesting.py の時刻は DataFrame の DatetimeIndex(pandas)。pd.Timestamp(iso).tz_convert('UTC').value
opp_backtesting	p2-event-time-exact	P0-2	value	不一致	不一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": []}"	ok	"{""observed_ts_ns"": []}"	"{""observed_ts_ns"": [1700006400123456789]}"	足(OHLC=100)で渡し、next の self.data.index[-1]
opp_backtesting	p2-one-ns-apart	P0-2	capability	不一致	不一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400000000001]}"	ok	"{""observed_ts_ns"": [1700006400000000001]}"	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	足(OHLC=100)で渡し、next の self.data.index[-1]
opp_backtesting	p3-trade	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": ""buy""}, ""sequence"": [[""trade"", 1700092800000000000]]}"	backtesting.py の入力は Open/High/Low/Close(/Volume) の列を持つ DataFrame で、trade の型は無い。試したこと: Backtest(<['price', 'qty', 'side'] の DataFrame>, Strategy).run() -> ValueError: `data` must be a pandas.DataFrame with columns 'Open', 'High', 'Low', 'Close', and (optionally) 'Volume'
opp_backtesting	p3-book_snapshot	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""asks"": [[5012500.0, 0.4], [5013000.0, 2.0]], ""bids"": [[5012000.0, 0.5], [5011000.0, 1.0]]}, ""sequence"": [[""book_snapshot"", 1700092800000000000]]}"	backtesting.py の入力は Open/High/Low/Close(/Volume) の列を持つ DataFrame で、book_snapshot の型は無い。試したこと: Backtest(<[] の DataFrame>, Strategy).run() -> ValueError: `data` must be a pandas.DataFrame with columns 'Open', 'High', 'Low', 'Close', and (optionally) 'Volume'
opp_backtesting	p3-book_delta	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 5012000.0, ""qty"": 0.3, ""side"": ""bid""}, ""sequence"": [[""book_delta"", 1700092800000000000]]}"	backtesting.py の入力は Open/High/Low/Close(/Volume) の列を持つ DataFrame で、book_delta の型は無い。試したこと: Backtest(<['side', 'price', 'qty'] の DataFrame>, Strategy).run() -> ValueError: `data` must be a pandas.DataFrame with columns 'Open', 'High', 'Low', 'Close', and (optionally) 'Volume'
opp_backtesting	p3-bar	P0-3	capability	不一致	不一致	2 回の実行で同じ	ok	"{""fields"": {}, ""sequence"": []}"	ok	"{""fields"": {}, ""sequence"": []}"	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	足 1 本。next が呼ばれた回数 0
opp_backtesting	p3-funding	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	backtesting.py の入力は Open/High/Low/Close(/Volume) の列を持つ DataFrame で、funding の型は無い。試したこと: Backtest(<['rate'] の DataFrame>, Strategy).run() -> ValueError: `data` must be a pandas.DataFrame with columns 'Open', 'High', 'Low', 'Close', and (optionally) 'Volume'
opp_backtesting	p3-liquidation	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	backtesting.py の入力は Open/High/Low/Close(/Volume) の列を持つ DataFrame で、liquidation の型は無い。試したこと: Backtest(<['price', 'qty', 'side'] の DataFrame>, Strategy).run() -> ValueError: `data` must be a pandas.DataFrame with columns 'Open', 'High', 'Low', 'Close', and (optionally) 'Volume'
