target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1	provenance_1	choose	settings_1	types_1	types_in	types_added	requests
opp_hftbacktest	p1-merge-by-time	P0-1	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""book_snapshot"", 1700092800000000000], [""trade"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""book_snapshot"", 1700352000000000000], [""trade"", 1700438400000000000]]}"	型の選び方(runner、第 r8-1 回): 設定つき対象の持つ型 ['trade'] は 1 種で、この場面の最低 2 種に足りない(同じ実行の p3 の採点: p3-trade: 正解と一致 / p3-book_snapshot: 不一致 / p3-book_delta: 不一致 / p3-bar: 不一致 / p3-funding: 不一致 / p3-liquidation: 不一致)	null	"{""asset"": ""linear_asset(1.0)"", ""data"": ""文書の準備 correct_event_order を通した配列"", ""exchange"": ""no_partial_fill_exchange"", ""fee"": ""trading_value_fee_model(0, 0)(場面が費用を名指さないとき)"", ""last_trades_capacity"": 1000, ""lot_size"": 0.001, ""order_latency"": ""constant_order_latency(0, 0)(場面が遅れを名指さないとき)"", ""queue_model"": ""risk_adverse_queue_model"", ""tick_size"": 0.5}"	[]	null	[]	[]	null
opp_hftbacktest	p1-one-call-per-event	P0-1	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700092800000000000, 1700179200000000000, 1700265600000000000, 1700352000000000000, 1700438400000000000], ""raw"": {""sequence"": [[""trade"", 1700092800000000000], [""trade"", 1700179200000000000], [""trade"", 1700265600000000000], [""trade"", 1700352000000000000], [""trade"", 1700438400000000000]]}}"	ok	"{""observed_ts_ns"": [1700092800000000000, 1700179200000000000, 1700265600000000000, 1700352000000000000, 1700438400000000000], ""raw"": {""sequence"": [[""trade"", 1700092800000000000], [""trade"", 1700179200000000000], [""trade"", 1700265600000000000], [""trade"", 1700352000000000000], [""trade"", 1700438400000000000]]}}"	"{""observed_ts_ns"": [1700092800000000000, 1700179200000000000, 1700265600000000000, 1700352000000000000, 1700438400000000000]}"	足に当たる型が無いので、この道具の型の約定(TRADE_EVENT、値 = 終値、数量 0.01)で渡した。呼ばれた回: [(2, 1700092800000000000), (2, 1700179200000000000), (2, 1700265600000000000), (2, 1700352000000000000), (2, 1700438400000000000)]	"{""carriers"": [{""dtype"": {""name"": ""hftbacktest.types.event_dtype"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": null, ""read_in_call_by"": [], ""read_in_user_loop"": true, ""returned_by"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/binding.py"", ""tag"": {""const"": ""hftbacktest.types.TRADE_EVENT"", ""name"": ""TRADE_EVENT"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""type"": ""numpy.void"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/numpy/__init__.py""}, {""dtype"": {""name"": ""hftbacktest.types.event_dtype"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": null, ""read_in_call_by"": [], ""read_in_user_loop"": true, ""returned_by"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/binding.py"", ""tag"": {""const"": ""hftbacktest.types.TRADE_EVENT"", ""name"": ""TRADE_EVENT"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""type"": ""numpy.void"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/numpy/__init__.py""}, {""dtype"": {""name"": ""hftbacktest.types.event_dtype"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": null, ""read_in_call_by"": [], ""read_in_user_loop"": true, ""returned_by"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/binding.py"", ""tag"": {""const"": ""hftbacktest.types.TRADE_EVENT"", ""name"": ""TRADE_EVENT"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""type"": ""numpy.void"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/numpy/__init__.py""}, {""dtype"": {""name"": ""hftbacktest.types.event_dtype"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": null, ""read_in_call_by"": [], ""read_in_user_loop"": true, ""returned_by"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/binding.py"", ""tag"": {""const"": ""hftbacktest.types.TRADE_EVENT"", ""name"": ""TRADE_EVENT"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""type"": ""numpy.void"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/numpy/__init__.py""}, {""dtype"": {""name"": ""hftbacktest.types.event_dtype"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": null, ""read_in_call_by"": [], ""read_in_user_loop"": true, ""returned_by"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/binding.py"", ""tag"": {""const"": ""hftbacktest.types.TRADE_EVENT"", ""name"": ""TRADE_EVENT"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""type"": ""numpy.void"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/numpy/__init__.py""}]}"	"{""asset"": ""linear_asset(1.0)"", ""data"": ""文書の準備 correct_event_order を通した配列"", ""exchange"": ""no_partial_fill_exchange"", ""fee"": ""trading_value_fee_model(0, 0)(場面が費用を名指さないとき)"", ""last_trades_capacity"": 1000, ""lot_size"": 0.001, ""order_latency"": ""constant_order_latency(0, 0)(場面が遅れを名指さないとき)"", ""queue_model"": ""risk_adverse_queue_model"", ""tick_size"": 0.5}"	"[{""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""公開の既定""], ""fn"": ""hftbacktest.BacktestAsset"", ""what"": ""BacktestAsset()"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:123"", ""decided_from"": [""場面の入力""], ""fn"": ""hftbacktest.BacktestAsset.data"", ""what"": ""BacktestAsset.data([場面の事象の配列])"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.linear_asset"", ""what"": ""linear_asset(1.0)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.constant_order_latency"", ""what"": ""constant_order_latency(0, 0)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.risk_adverse_queue_model"", ""what"": ""risk_adverse_queue_model()"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.no_partial_fill_exchange"", ""what"": ""no_partial_fill_exchange()"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.tick_size"", ""what"": ""tick_size(0.5)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.lot_size"", ""what"": ""lot_size(0.001)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.last_trades_capacity"", ""what"": ""last_trades_capacity(1000)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.trading_value_fee_model"", ""what"": ""trading_value_fee_model(0.0, 0.0)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:189"", ""decided_from"": [""場面の入力""], ""fn"": ""hftbacktest.HashMapMarketDepthBacktest"", ""what"": ""HashMapMarketDepthBacktest([asset])"", ""when"": ""開始前""}]"	null	[]	"[""約定""]"	null
opp_hftbacktest	p1-typed-events	P0-1	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000]]}"	型の選び方(runner、第 r8-1 回): 設定つき対象の持つ型 ['trade'] は 1 種で、この場面の最低 2 種に足りない(同じ実行の p3 の採点: p3-trade: 正解と一致 / p3-book_snapshot: 不一致 / p3-book_delta: 不一致 / p3-bar: 不一致 / p3-funding: 不一致 / p3-liquidation: 不一致)	null	"{""asset"": ""linear_asset(1.0)"", ""data"": ""文書の準備 correct_event_order を通した配列"", ""exchange"": ""no_partial_fill_exchange"", ""fee"": ""trading_value_fee_model(0, 0)(場面が費用を名指さないとき)"", ""last_trades_capacity"": 1000, ""lot_size"": 0.001, ""order_latency"": ""constant_order_latency(0, 0)(場面が遅れを名指さないとき)"", ""queue_model"": ""risk_adverse_queue_model"", ""tick_size"": 0.5}"	[]	null	[]	[]	null
opp_hftbacktest	p2-iso-utc	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	1704067200123456789	この道具に文字列の時刻を変換する公開の関数は無い(data/utils の各取引所の変換器は取引所の生の書式だけを読む)。試したこと: hftbacktest.data.utils の公開名を見て ISO を受ける関数が無いこと、event_dtype の exch_ts/local_ts が i8 であること。変換は利用者の側	null	"{""asset"": ""linear_asset(1.0)"", ""data"": ""文書の準備 correct_event_order を通した配列"", ""exchange"": ""no_partial_fill_exchange"", ""fee"": ""trading_value_fee_model(0, 0)(場面が費用を名指さないとき)"", ""last_trades_capacity"": 1000, ""lot_size"": 0.001, ""order_latency"": ""constant_order_latency(0, 0)(場面が遅れを名指さないとき)"", ""queue_model"": ""risk_adverse_queue_model"", ""tick_size"": 0.5}"	[]	null	[]	[]	null
opp_hftbacktest	p2-iso-offset	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	1704067200123456789	この道具に文字列の時刻を変換する公開の関数は無い(data/utils の各取引所の変換器は取引所の生の書式だけを読む)。試したこと: hftbacktest.data.utils の公開名を見て ISO を受ける関数が無いこと、event_dtype の exch_ts/local_ts が i8 であること。変換は利用者の側	null	"{""asset"": ""linear_asset(1.0)"", ""data"": ""文書の準備 correct_event_order を通した配列"", ""exchange"": ""no_partial_fill_exchange"", ""fee"": ""trading_value_fee_model(0, 0)(場面が費用を名指さないとき)"", ""last_trades_capacity"": 1000, ""lot_size"": 0.001, ""order_latency"": ""constant_order_latency(0, 0)(場面が遅れを名指さないとき)"", ""queue_model"": ""risk_adverse_queue_model"", ""tick_size"": 0.5}"	[]	null	[]	[]	null
opp_hftbacktest	p2-event-time-exact	P0-2	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400123456789]}"	ok	"{""observed_ts_ns"": [1700006400123456789]}"	"{""observed_ts_ns"": [1700006400123456789]}"	約定で渡し、last_trades の local_ts を読んだ。呼ばれた回: [(2, 1700006400123456789)]	"{""carriers"": [{""dtype"": {""name"": ""hftbacktest.types.event_dtype"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": null, ""read_in_call_by"": [], ""read_in_user_loop"": true, ""returned_by"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/binding.py"", ""tag"": {""const"": ""hftbacktest.types.TRADE_EVENT"", ""name"": ""TRADE_EVENT"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""type"": ""numpy.void"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/numpy/__init__.py""}]}"	"{""asset"": ""linear_asset(1.0)"", ""data"": ""文書の準備 correct_event_order を通した配列"", ""exchange"": ""no_partial_fill_exchange"", ""fee"": ""trading_value_fee_model(0, 0)(場面が費用を名指さないとき)"", ""last_trades_capacity"": 1000, ""lot_size"": 0.001, ""order_latency"": ""constant_order_latency(0, 0)(場面が遅れを名指さないとき)"", ""queue_model"": ""risk_adverse_queue_model"", ""tick_size"": 0.5}"	"[{""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""公開の既定""], ""fn"": ""hftbacktest.BacktestAsset"", ""what"": ""BacktestAsset()"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:123"", ""decided_from"": [""場面の入力""], ""fn"": ""hftbacktest.BacktestAsset.data"", ""what"": ""BacktestAsset.data([場面の事象の配列])"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.linear_asset"", ""what"": ""linear_asset(1.0)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.constant_order_latency"", ""what"": ""constant_order_latency(0, 0)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.risk_adverse_queue_model"", ""what"": ""risk_adverse_queue_model()"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.no_partial_fill_exchange"", ""what"": ""no_partial_fill_exchange()"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.tick_size"", ""what"": ""tick_size(0.5)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.lot_size"", ""what"": ""lot_size(0.001)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.last_trades_capacity"", ""what"": ""last_trades_capacity(1000)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.trading_value_fee_model"", ""what"": ""trading_value_fee_model(0.0, 0.0)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:189"", ""decided_from"": [""場面の入力""], ""fn"": ""hftbacktest.HashMapMarketDepthBacktest"", ""what"": ""HashMapMarketDepthBacktest([asset])"", ""when"": ""開始前""}]"	null	[]	[]	null
opp_hftbacktest	p2-one-ns-apart	P0-2	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	ok	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	約定で渡し、last_trades の local_ts を読んだ。呼ばれた回: [(2, 1700006400000000000), (2, 1700006400000000001)]	"{""carriers"": [{""dtype"": {""name"": ""hftbacktest.types.event_dtype"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": null, ""read_in_call_by"": [], ""read_in_user_loop"": true, ""returned_by"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/binding.py"", ""tag"": {""const"": ""hftbacktest.types.TRADE_EVENT"", ""name"": ""TRADE_EVENT"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""type"": ""numpy.void"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/numpy/__init__.py""}, {""dtype"": {""name"": ""hftbacktest.types.event_dtype"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": null, ""read_in_call_by"": [], ""read_in_user_loop"": true, ""returned_by"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/binding.py"", ""tag"": {""const"": ""hftbacktest.types.TRADE_EVENT"", ""name"": ""TRADE_EVENT"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/hftbacktest/types.py""}, ""type"": ""numpy.void"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/hftbacktest/lib/python3.11/site-packages/numpy/__init__.py""}]}"	"{""asset"": ""linear_asset(1.0)"", ""data"": ""文書の準備 correct_event_order を通した配列"", ""exchange"": ""no_partial_fill_exchange"", ""fee"": ""trading_value_fee_model(0, 0)(場面が費用を名指さないとき)"", ""last_trades_capacity"": 1000, ""lot_size"": 0.001, ""order_latency"": ""constant_order_latency(0, 0)(場面が遅れを名指さないとき)"", ""queue_model"": ""risk_adverse_queue_model"", ""tick_size"": 0.5}"	"[{""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""公開の既定""], ""fn"": ""hftbacktest.BacktestAsset"", ""what"": ""BacktestAsset()"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:123"", ""decided_from"": [""場面の入力""], ""fn"": ""hftbacktest.BacktestAsset.data"", ""what"": ""BacktestAsset.data([場面の事象の配列])"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.linear_asset"", ""what"": ""linear_asset(1.0)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.constant_order_latency"", ""what"": ""constant_order_latency(0, 0)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.risk_adverse_queue_model"", ""what"": ""risk_adverse_queue_model()"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.no_partial_fill_exchange"", ""what"": ""no_partial_fill_exchange()"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.tick_size"", ""what"": ""tick_size(0.5)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.lot_size"", ""what"": ""lot_size(0.001)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.last_trades_capacity"", ""what"": ""last_trades_capacity(1000)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:None"", ""decided_from"": [""選ぶ値""], ""fn"": ""builtins.BacktestAsset.trading_value_fee_model"", ""what"": ""trading_value_fee_model(0.0, 0.0)"", ""when"": ""開始前""}, {""at"": ""hftbacktest/__init__.py:189"", ""decided_from"": [""場面の入力""], ""fn"": ""hftbacktest.HashMapMarketDepthBacktest"", ""what"": ""HashMapMarketDepthBacktest([asset])"", ""when"": ""開始前""}]"	null	[]	[]	null
opp_hftbacktest	p2-s-text	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": 1704067200123456789}"	単位 s の時刻を str で読む入口が無い(この道具の時刻の入口: hftbacktest.data.utils.binancefutures.convert(配信の T = ミリ秒の整数)(単位 ms、型 int)、hftbacktest.data.utils.tardis.convert(CSV の timestamp = マイクロ秒の整数)(単位 us、型 int))。秒を読む変換は無い	null	"{""asset"": ""linear_asset(1.0)"", ""data"": ""文書の準備 correct_event_order を通した配列"", ""exchange"": ""no_partial_fill_exchange"", ""fee"": ""trading_value_fee_model(0, 0)(場面が費用を名指さないとき)"", ""last_trades_capacity"": 1000, ""lot_size"": 0.001, ""order_latency"": ""constant_order_latency(0, 0)(場面が遅れを名指さないとき)"", ""queue_model"": ""risk_adverse_queue_model"", ""tick_size"": 0.5}"	[]	null	[]	[]	null
opp_hftbacktest	p2-s-text-subns	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": ""無い(入力が持つ値にナノ秒より細かい端数がある。どの整数も入力と違う時刻)""}"	単位 s の時刻を str で読む入口が無い(この道具の時刻の入口: hftbacktest.data.utils.binancefutures.convert(配信の T = ミリ秒の整数)(単位 ms、型 int)、hftbacktest.data.utils.tardis.convert(CSV の timestamp = マイクロ秒の整数)(単位 us、型 int))。秒を読む変換は無い	null	"{""asset"": ""linear_asset(1.0)"", ""data"": ""文書の準備 correct_event_order を通した配列"", ""exchange"": ""no_partial_fill_exchange"", ""fee"": ""trading_value_fee_model(0, 0)(場面が費用を名指さないとき)"", ""last_trades_capacity"": 1000, ""lot_size"": 0.001, ""order_latency"": ""constant_order_latency(0, 0)(場面が遅れを名指さないとき)"", ""queue_model"": ""risk_adverse_queue_model"", ""tick_size"": 0.5}"	[]	null	[]	[]	null
opp_hftbacktest	p2-s-int	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": 1704067200000000000}"	単位 s の時刻を int で読む入口が無い(この道具の時刻の入口: hftbacktest.data.utils.binancefutures.convert(配信の T = ミリ秒の整数)(単位 ms、型 int)、hftbacktest.data.utils.tardis.convert(CSV の timestamp = マイクロ秒の整数)(単位 us、型 int))。秒を読む変換は無い	null	"{""asset"": ""linear_asset(1.0)"", ""data"": ""文書の準備 correct_event_order を通した配列"", ""exchange"": ""no_partial_fill_exchange"", ""fee"": ""trading_value_fee_model(0, 0)(場面が費用を名指さないとき)"", ""last_trades_capacity"": 1000, ""lot_size"": 0.001, ""order_latency"": ""constant_order_latency(0, 0)(場面が遅れを名指さないとき)"", ""queue_model"": ""risk_adverse_queue_model"", ""tick_size"": 0.5}"	[]	null	[]	[]	null
