scene	viewpoint	kind	class_1	detail_1	digest_1	class_2	detail_2	digest_2	repro	secs_1	secs_2
v1-split-utc	C3-1	値	結果なし	adapter: calendar_split: 口が無い。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'train.?val|val_end|holdout|out.?of.?sample' <venvs>/item_2/src/c103 → 0 ファイル	-	結果なし	adapter: calendar_split: 口が無い。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'train.?val|val_end|holdout|out.?of.?sample' <venvs>/item_2/src/c103 → 0 ファイル	-	結果なし	0.001	0.001
v1-split-jst	C3-1	値	結果なし	adapter: calendar_split: 口が無い。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'train.?val|val_end|holdout|out.?of.?sample' <venvs>/item_2/src/c103 → 0 ファイル	-	結果なし	adapter: calendar_split: 口が無い。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'train.?val|val_end|holdout|out.?of.?sample' <venvs>/item_2/src/c103 → 0 ファイル	-	結果なし	0.001	0.001
v1-wf-rolling	C3-1	値	結果なし	adapter: walk_forward: 当たりは注文の数の転がる窓(market_simulator_stats.py 8-16 行)で、学習と評価の窓ではない。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'walk.?forward|rolling.?window|expanding.?window|fitting.?dates' <venvs>/item_2/src/c103 → 2 ファイル(src/order_book_simulator/simulator/market_simulator_stats.py src/order_book_simulator/simulator/market_simulator.py)	-	結果なし	adapter: walk_forward: 当たりは注文の数の転がる窓(market_simulator_stats.py 8-16 行)で、学習と評価の窓ではない。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'walk.?forward|rolling.?window|expanding.?window|fitting.?dates' <venvs>/item_2/src/c103 → 2 ファイル(src/order_book_simulator/simulator/market_simulator_stats.py src/order_book_simulator/simulator/market_simulator.py)	-	結果なし	0.001	0.001
v1-wf-equal	C3-1	値	結果なし	adapter: walk_forward: 当たりは注文の数の転がる窓(market_simulator_stats.py 8-16 行)で、学習と評価の窓ではない。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'walk.?forward|rolling.?window|expanding.?window|fitting.?dates' <venvs>/item_2/src/c103 → 2 ファイル(src/order_book_simulator/simulator/market_simulator_stats.py src/order_book_simulator/simulator/market_simulator.py)	-	結果なし	adapter: walk_forward: 当たりは注文の数の転がる窓(market_simulator_stats.py 8-16 行)で、学習と評価の窓ではない。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'walk.?forward|rolling.?window|expanding.?window|fitting.?dates' <venvs>/item_2/src/c103 → 2 ファイル(src/order_book_simulator/simulator/market_simulator_stats.py src/order_book_simulator/simulator/market_simulator.py)	-	結果なし	0.001	0.001
a1-wf-fit-eval	C3-1	能力	結果なし	adapter: walk_forward_eval: 当たりは注文の数の転がる窓(market_simulator_stats.py 8-16 行)で、学習と評価の窓ではない。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'walk.?forward|rolling.?window|expanding.?window|fitting.?dates' <venvs>/item_2/src/c103 → 2 ファイル(src/order_book_simulator/simulator/market_simulator_stats.py src/order_book_simulator/simulator/market_simulator.py)	-	結果なし	adapter: walk_forward_eval: 当たりは注文の数の転がる窓(market_simulator_stats.py 8-16 行)で、学習と評価の窓ではない。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'walk.?forward|rolling.?window|expanding.?window|fitting.?dates' <venvs>/item_2/src/c103 → 2 ファイル(src/order_book_simulator/simulator/market_simulator_stats.py src/order_book_simulator/simulator/market_simulator.py)	-	結果なし	0.001	0.001
v2-purge-embargo	C3-2	値	結果なし	adapter: purged_split: 口が無い。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'purg(e|ing)|embargo' <venvs>/item_2/src/c103 → 0 ファイル	-	結果なし	adapter: purged_split: 口が無い。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'purg(e|ing)|embargo' <venvs>/item_2/src/c103 → 0 ファイル	-	結果なし	0.001	0.001
v2-cpcv-split	C3-2	値	結果なし	adapter: cpcv: 口が無い。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'cpcv|combinatorial' <venvs>/item_2/src/c103 → 0 ファイル	-	結果なし	adapter: cpcv: 口が無い。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'cpcv|combinatorial' <venvs>/item_2/src/c103 → 0 ファイル	-	結果なし	0.001	0.001
a2-cpcv-paths	C3-2	能力	結果なし	adapter: cpcv_paths: 口が無い。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'cpcv|combinatorial' <venvs>/item_2/src/c103 → 0 ファイル	-	結果なし	adapter: cpcv_paths: 口が無い。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'cpcv|combinatorial' <venvs>/item_2/src/c103 → 0 ファイル	-	結果なし	0.001	0.001
v3-block-bootstrap	C3-3	値	結果なし	adapter: block_bootstrap: 当たりは Kafka の bootstrap servers(接続先の設定)。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'bootstrap' <venvs>/item_2/src/c103 → 4 ファイル(src/order_book_simulator/matching/order_consumer.py src/order_book_simulator/gateway/producer.py src/order_book_simulator/market_data/db_consumer.py benchmarks/integration/integration_benchmark.py)	-	結果なし	adapter: block_bootstrap: 当たりは Kafka の bootstrap servers(接続先の設定)。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'bootstrap' <venvs>/item_2/src/c103 → 4 ファイル(src/order_book_simulator/matching/order_consumer.py src/order_book_simulator/gateway/producer.py src/order_book_simulator/market_data/db_consumer.py benchmarks/integration/integration_benchmark.py)	-	結果なし	0.001	0.001
v4-mde-two-sided	C3-4	値	結果なし	adapter: mde: 口が無い。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'minimum.?detectable|\bmde\b|statistical.?power' <venvs>/item_2/src/c103 → 0 ファイル	-	結果なし	adapter: mde: 口が無い。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'minimum.?detectable|\bmde\b|statistical.?power' <venvs>/item_2/src/c103 → 0 ファイル	-	結果なし	0.001	0.001
