target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1
opp_qf_lib	p1-merge-by-time	P0-1	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000], [""funding"", 1700265600000000000], [""bar"", 1700352000000000000], [""trade"", 1700438400000000000]]}"	qf-lib のデータは data provider が返す銘柄ごとの価格の列(PriceField: Open/High/Low/Close/Volume)で、Trade・Funding の型は無い。試したこと: PriceField に Trade・Funding に当たる名前があるかを PriceField[...] で引いた -> KeyError: 'Trade' / KeyError: 'Funding'
opp_qf_lib	p1-one-call-per-event	P0-1	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	日足 5 本。毎日 0 時の CalculateAndPlaceOrdersRegularEvent の各回に timer.now()
opp_qf_lib	p1-typed-events	P0-1	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000]]}"	qf-lib のデータは data provider が返す銘柄ごとの価格の列(PriceField: Open/High/Low/Close/Volume)で、Trade の型は無い。試したこと: PriceField に Trade に当たる名前があるかを PriceField[...] で引いた -> KeyError: 'Trade'
opp_qf_lib	p2-iso-utc	P0-2	value	正解と一致	正解と一致	2 回の実行で同じ	ok	1704067200123456789	ok	1704067200123456789	1704067200123456789	qf-lib の時刻は pandas の Timestamp / datetime。pd.Timestamp(iso).tz_convert('UTC').value(timer.now() は tz なしの datetime を返す)
opp_qf_lib	p2-iso-offset	P0-2	value	正解と一致	正解と一致	2 回の実行で同じ	ok	1704067200123456789	ok	1704067200123456789	1704067200123456789	qf-lib の時刻は pandas の Timestamp / datetime。pd.Timestamp(iso).tz_convert('UTC').value(timer.now() は tz なしの datetime を返す)
opp_qf_lib	p2-event-time-exact	P0-2	value	不一致	不一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400000000000]}"	ok	"{""observed_ts_ns"": [1700006400000000000]}"	"{""observed_ts_ns"": [1700006400123456789]}"	日足で渡し(日付に丸められる)、timer.now()
opp_qf_lib	p2-one-ns-apart	P0-2	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	ナノ秒の時刻の足を日足の配列に入れて走らせた -> ValueError: two bars on the same day: a daily data array has one row per day
opp_qf_lib	p3-trade	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": ""buy""}, ""sequence"": [[""trade"", 1700092800000000000]]}"	qf-lib のデータは data provider が返す銘柄ごとの価格の列(PriceField: Open/High/Low/Close/Volume)で、trade の型は無い。試したこと: PriceField に trade に当たる名前があるかを PriceField[...] で引いた -> KeyError: 'Trade'
opp_qf_lib	p3-book_snapshot	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""asks"": [[5012500.0, 0.4], [5013000.0, 2.0]], ""bids"": [[5012000.0, 0.5], [5011000.0, 1.0]]}, ""sequence"": [[""book_snapshot"", 1700092800000000000]]}"	qf-lib のデータは data provider が返す銘柄ごとの価格の列(PriceField: Open/High/Low/Close/Volume)で、book_snapshot の型は無い。試したこと: PriceField に book_snapshot に当たる名前があるかを PriceField[...] で引いた -> KeyError: 'Book_snapshot'
opp_qf_lib	p3-book_delta	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 5012000.0, ""qty"": 0.3, ""side"": ""bid""}, ""sequence"": [[""book_delta"", 1700092800000000000]]}"	qf-lib のデータは data provider が返す銘柄ごとの価格の列(PriceField: Open/High/Low/Close/Volume)で、book_delta の型は無い。試したこと: PriceField に book_delta に当たる名前があるかを PriceField[...] で引いた -> KeyError: 'Book_delta'
