scene	viewpoint	kind	class_1	detail_1	digest_1	class_2	detail_2	digest_2	repro	secs_1	secs_2
c2-1-market	C2-1	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-1-limit	C2-1	値	正解と一致		6b6a9d1d4bac054b	正解と一致		6b6a9d1d4bac054b	2 回の実行で同じ	0.001	0.001
c2-1-postonly	C2-1	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に post_only が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に post_only が無い	-	結果なし	0.0	0.0
c2-1-ioc	C2-1	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に IOC が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に IOC が無い	-	結果なし	0.0	0.0
c2-1-fok	C2-1	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に FOK が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に FOK が無い	-	結果なし	0.0	0.0
c2-1-stop	C2-1	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に stop が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に stop が無い	-	結果なし	0.0	0.0
c2-1-reduceonly	C2-1	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-1-oco	C2-1	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-2-cancel	C2-2	値	正解と一致		b34d43b23d64e77f	正解と一致		b34d43b23d64e77f	2 回の実行で同じ	0.001	0.0
c2-2-amend-price	C2-2	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に amend が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に amend が無い	-	結果なし	0.0	0.0
c2-2-amend-qty	C2-2	能力	結果なし	adapter: NickGardi/orderbooksim: 公開の口に amend が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に amend が無い	-	結果なし	0.0	0.0
c2-2-partial	C2-2	能力	結果なし	adapter: NickGardi/orderbooksim: 段 4 を選ぶ口が無い(照合の機関の埋まり方は注文の列の価格と時間の優先 = 段 5 だけ)	-	結果なし	adapter: NickGardi/orderbooksim: 段 4 を選ぶ口が無い(照合の機関の埋まり方は注文の列の価格と時間の優先 = 段 5 だけ)	-	結果なし	0.0	0.0
c2-3-tick	C2-3	値	不一致	status.o1: 期待 rejected / 出力 filled; filled.o1: 期待 0.0 / 出力 1.0	b53ae2e394fd543d	不一致	status.o1: 期待 rejected / 出力 filled; filled.o1: 期待 0.0 / 出力 1.0	b53ae2e394fd543d	2 回の実行で同じ	0.001	0.001
c2-3-minqty	C2-3	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-3-round	C2-3	能力	不一致	avg_px.o1: 期待 9990.0 / 出力 9990.7; avg_px.o2: 期待 10011.0 / 出力 10010.2	e0e3e1f0601a2212	不一致	avg_px.o1: 期待 9990.0 / 出力 9990.7; avg_px.o2: 期待 10011.0 / 出力 10010.2	e0e3e1f0601a2212	2 回の実行で同じ	0.001	0.001
c2-3-stp	C2-3	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-3-jpx-session	C2-3	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-3-jpx-limit	C2-3	値	不一致	status.o1: 期待 rejected / 出力 filled; filled.o1: 期待 0.0 / 出力 100.0	185599282af90764	不一致	status.o1: 期待 rejected / 出力 filled; filled.o1: 期待 0.0 / 出力 100.0	185599282af90764	2 回の実行で同じ	0.0	0.0
c2-3-fx-weekend	C2-3	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-4-reject	C2-4	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-4-timeout	C2-4	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-4-unknown	C2-4	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-4-kill	C2-4	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に kill が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に kill が無い	-	結果なし	0.0	0.0
c2-5-tier0	C2-5	能力	結果なし	adapter: NickGardi/orderbooksim: 段 0 を選ぶ口が無い(照合の機関の埋まり方は注文の列の価格と時間の優先 = 段 5 だけ)	-	結果なし	adapter: NickGardi/orderbooksim: 段 0 を選ぶ口が無い(照合の機関の埋まり方は注文の列の価格と時間の優先 = 段 5 だけ)	-	結果なし	0.0	0.0
c2-5-tier1	C2-5	能力	結果なし	adapter: NickGardi/orderbooksim: 段 1 を選ぶ口が無い(照合の機関の埋まり方は注文の列の価格と時間の優先 = 段 5 だけ)	-	結果なし	adapter: NickGardi/orderbooksim: 段 1 を選ぶ口が無い(照合の機関の埋まり方は注文の列の価格と時間の優先 = 段 5 だけ)	-	結果なし	0.0	0.0
c2-5-tier2	C2-5	能力	結果なし	adapter: NickGardi/orderbooksim: 段 2 を選ぶ口が無い(照合の機関の埋まり方は注文の列の価格と時間の優先 = 段 5 だけ)	-	結果なし	adapter: NickGardi/orderbooksim: 段 2 を選ぶ口が無い(照合の機関の埋まり方は注文の列の価格と時間の優先 = 段 5 だけ)	-	結果なし	0.0	0.0
c2-5-tier3	C2-5	能力	結果なし	adapter: NickGardi/orderbooksim: 段 3 を選ぶ口が無い(照合の機関の埋まり方は注文の列の価格と時間の優先 = 段 5 だけ)	-	結果なし	adapter: NickGardi/orderbooksim: 段 3 を選ぶ口が無い(照合の機関の埋まり方は注文の列の価格と時間の優先 = 段 5 だけ)	-	結果なし	0.0	0.0
c2-5-tier4	C2-5	能力	結果なし	adapter: NickGardi/orderbooksim: 段 4 を選ぶ口が無い(照合の機関の埋まり方は注文の列の価格と時間の優先 = 段 5 だけ)	-	結果なし	adapter: NickGardi/orderbooksim: 段 4 を選ぶ口が無い(照合の機関の埋まり方は注文の列の価格と時間の優先 = 段 5 だけ)	-	結果なし	0.0	0.0
c2-5-tier5	C2-5	能力	正解と一致		3532aea85c562a49	正解と一致		3532aea85c562a49	2 回の実行で同じ	0.001	0.001
c2-5-queue-value	C2-5	値	正解と一致		bc6881d06c2300df	正解と一致		bc6881d06c2300df	2 回の実行で同じ	0.0	0.0
c2-5-tier6	C2-5	能力	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-6-none	C2-6	能力	結果なし	adapter: NickGardi/orderbooksim: 板の写真で値位 9995.0 の量が 8.0 から 4.0 に減った。どの注文が抜けたかを写真は言わず、照合の機関は名指しの取消しか受けない	-	結果なし	adapter: NickGardi/orderbooksim: 板の写真で値位 9995.0 の量が 8.0 から 4.0 に減った。どの注文が抜けたかを写真は言わず、照合の機関は名指しの取消しか受けない	-	結果なし	0.0	0.0
c2-6-discount-at-entry	C2-6	能力	結果なし	adapter: NickGardi/orderbooksim: 先行を出した瞬間に割り引く扱いの口が無い(照合の機関は列の注文をそのまま数える)	-	結果なし	adapter: NickGardi/orderbooksim: 先行を出した瞬間に割り引く扱いの口が無い(照合の機関は列の注文をそのまま数える)	-	結果なし	0.0	0.0
c2-6-snapshot-cap	C2-6	能力	結果なし	adapter: NickGardi/orderbooksim: 板の写真で値位 9995.0 の量が 8.0 から 4.0 に減った。どの注文が抜けたかを写真は言わず、照合の機関は名指しの取消しか受けない	-	結果なし	adapter: NickGardi/orderbooksim: 板の写真で値位 9995.0 の量が 8.0 から 4.0 に減った。どの注文が抜けたかを写真は言わず、照合の機関は名指しの取消しか受けない	-	結果なし	0.0	0.0
c2-6-l3	C2-6	能力	正解と一致		e14288eb0bb704b8	正解と一致		e14288eb0bb704b8	2 回の実行で同じ	0.001	0.001
c2-6-prob	C2-6	能力	結果なし	adapter: NickGardi/orderbooksim: 板の写真で値位 9995.0 の量が 8.0 から 4.0 に減った。どの注文が抜けたかを写真は言わず、照合の機関は名指しの取消しか受けない	-	結果なし	adapter: NickGardi/orderbooksim: 板の写真で値位 9995.0 の量が 8.0 から 4.0 に減った。どの注文が抜けたかを写真は言わず、照合の機関は名指しの取消しか受けない	-	結果なし	0.0	0.0
c2-6-prob-power2	C2-6	値	結果なし	adapter: NickGardi/orderbooksim: 板の写真で値位 9995.0 の量が 8.0 から 4.0 に減った。どの注文が抜けたかを写真は言わず、照合の機関は名指しの取消しか受けない	-	結果なし	adapter: NickGardi/orderbooksim: 板の写真で値位 9995.0 の量が 8.0 から 4.0 に減った。どの注文が抜けたかを写真は言わず、照合の機関は名指しの取消しか受けない	-	結果なし	0.0	0.0
c2-7-walk	C2-7	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-7-walk-exhaust	C2-7	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-7-impact-sqrt	C2-7	能力	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-7-impact-permanent	C2-7	能力	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-8-range	C2-8	値	結果なし	adapter: NickGardi/orderbooksim: 市場影響の関数・楽観と悲観の両方を回す口が無い(照合の機関は価格と時間の優先の照合だけ)	-	結果なし	adapter: NickGardi/orderbooksim: 市場影響の関数・楽観と悲観の両方を回す口が無い(照合の機関は価格と時間の優先の照合だけ)	-	結果なし	0.0	0.0
c2-8-both-required	C2-8	能力	結果なし	adapter: NickGardi/orderbooksim: 市場影響の関数・楽観と悲観の両方を回す口が無い(照合の機関は価格と時間の優先の照合だけ)	-	結果なし	adapter: NickGardi/orderbooksim: 市場影響の関数・楽観と悲観の両方を回す口が無い(照合の機関は価格と時間の優先の照合だけ)	-	結果なし	0.0	0.0
c2-9-order-feed	C2-9	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-9-cancel-late	C2-9	値	結果なし	adapter: NickGardi/orderbooksim: 遅延(cancel)を渡す口が無い	-	結果なし	adapter: NickGardi/orderbooksim: 遅延(cancel)を渡す口が無い	-	結果なし	0.0	0.0
c2-9-cancel-early	C2-9	値	結果なし	adapter: NickGardi/orderbooksim: 遅延(cancel)を渡す口が無い	-	結果なし	adapter: NickGardi/orderbooksim: 遅延(cancel)を渡す口が無い	-	結果なし	0.0	0.0
c2-9-notice	C2-9	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に post_only が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に post_only が無い	-	結果なし	0.0	0.0
c2-9-empirical	C2-9	能力	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-10-taker	C2-10	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-10-maker	C2-10	値	結果なし	adapter: NickGardi/orderbooksim: 費用 maker_rate を渡す口が無い	-	結果なし	adapter: NickGardi/orderbooksim: 費用 maker_rate を渡す口が無い	-	結果なし	0.0	0.0
c2-10-spread	C2-10	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-10-funding	C2-10	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-10-swap	C2-10	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-10-jpx-fee	C2-10	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-10-no-default	C2-10	能力	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-10-source	C2-10	能力	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-11-pnl	C2-11	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-11-margin	C2-11	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-11-liquidation	C2-11	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-11-exposure	C2-11	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-11-legs	C2-11	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-11-split	C2-11	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-11-reverse-split	C2-11	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-11-jpy	C2-11	値	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	adapter: NickGardi/orderbooksim: 公開の口に market が無い	-	結果なし	0.0	0.0
c2-12-jpx-bar-value	C2-12	値	結果なし	adapter: NickGardi/orderbooksim: 事象 bar を渡す口が無い	-	結果なし	adapter: NickGardi/orderbooksim: 事象 bar を渡す口が無い	-	結果なし	0.0	0.0
c2-12-jpx-wait	C2-12	能力	結果なし	変形: adapter: NickGardi/orderbooksim: 事象 bar を渡す口が無い	-	結果なし	変形: adapter: NickGardi/orderbooksim: 事象 bar を渡す口が無い	-	結果なし	0.001	0.001
