scene	viewpoint	kind	class_1	detail_1	digest_1	class_2	detail_2	digest_2	repro	secs_1	secs_2
c2-1-market	C2-1	値	正解と一致		4a1eeab4ff7a8801	正解と一致		4a1eeab4ff7a8801	2 回の実行で同じ	0.001	0.0
c2-1-limit	C2-1	値	不一致	status.o1: 期待 filled / 出力 open; filled.o1: 期待 1.0 / 出力 0.0; avg_px.o1: 期待 9990.0 / 出力に無い(KeyError: 'no fill for o1'); first_fill_t.o1: 期待 ge 1767571200020000000 / 出力に無い(KeyError: 'no fill for o1')	81741dd42a9b27f7	不一致	status.o1: 期待 filled / 出力 open; filled.o1: 期待 1.0 / 出力 0.0; avg_px.o1: 期待 9990.0 / 出力に無い(KeyError: 'no fill for o1'); first_fill_t.o1: 期待 ge 1767571200020000000 / 出力に無い(KeyError: 'no fill for o1')	81741dd42a9b27f7	2 回の実行で同じ	0.0	0.0
c2-1-postonly	C2-1	値	結果なし	adapter: PaperExecutor に post-only の引数が無い	-	結果なし	adapter: PaperExecutor に post-only の引数が無い	-	結果なし	0.0	0.0
c2-1-ioc	C2-1	値	結果なし	adapter: PaperExecutor に time in force(IOC)の引数が無い	-	結果なし	adapter: PaperExecutor に time in force(IOC)の引数が無い	-	結果なし	0.0	0.0
c2-1-fok	C2-1	値	結果なし	adapter: PaperExecutor に time in force(FOK)の引数が無い	-	結果なし	adapter: PaperExecutor に time in force(FOK)の引数が無い	-	結果なし	0.0	0.0
c2-1-stop	C2-1	値	結果なし	adapter: PaperExecutor の order_type に stop が無い(MARKET と LIMIT だけ)	-	結果なし	adapter: PaperExecutor の order_type に stop が無い(MARKET と LIMIT だけ)	-	結果なし	0.0	0.0
c2-1-reduceonly	C2-1	値	結果なし	adapter: PaperExecutor に reduce-only の引数が無い	-	結果なし	adapter: PaperExecutor に reduce-only の引数が無い	-	結果なし	0.0	0.0
c2-1-oco	C2-1	値	結果なし	adapter: PaperExecutor に OCO の引数が無い	-	結果なし	adapter: PaperExecutor に OCO の引数が無い	-	結果なし	0.0	0.0
c2-2-cancel	C2-2	値	正解と一致		17133309063330e0	正解と一致		17133309063330e0	2 回の実行で同じ	0.0	0.0
c2-2-amend-price	C2-2	値	結果なし	adapter: PaperExecutor に訂正のメソッドが無い(submit_order・cancel_order・fetch_order_status だけ)	-	結果なし	adapter: PaperExecutor に訂正のメソッドが無い(submit_order・cancel_order・fetch_order_status だけ)	-	結果なし	0.0	0.0
c2-2-amend-qty	C2-2	能力	結果なし	adapter: PaperExecutor に約定の模型を選ぶ引数が無い(submit_order の引数は symbol・side・size・order_type・price)	-	結果なし	adapter: PaperExecutor に約定の模型を選ぶ引数が無い(submit_order の引数は symbol・side・size・order_type・price)	-	結果なし	0.0	0.0
