scene	viewpoint	kind	class_1	detail_1	digest_1	class_2	detail_2	digest_2	repro	secs_1	secs_2
c2-1-market	C2-1	値	不一致	avg_px.o1: 期待 10001.0 / 出力 10000.0	373c8666da247aa8	不一致	avg_px.o1: 期待 10001.0 / 出力 10000.0	373c8666da247aa8	2 回の実行で同じ	0.016	0.016
c2-1-limit	C2-1	値	不一致	status.o1: 期待 filled / 出力 rejected; filled.o1: 期待 1.0 / 出力 0.0; avg_px.o1: 期待 9990.0 / 出力に無い(KeyError: 'no fill for o1'); first_fill_t.o1: 期待 ge 1767571200020000000 / 出力に無い(KeyError: 'no fill for o1')	ea76ae9f633127bc	不一致	status.o1: 期待 filled / 出力 rejected; filled.o1: 期待 1.0 / 出力 0.0; avg_px.o1: 期待 9990.0 / 出力に無い(KeyError: 'no fill for o1'); first_fill_t.o1: 期待 ge 1767571200020000000 / 出力に無い(KeyError: 'no fill for o1')	ea76ae9f633127bc	2 回の実行で同じ	0.007	0.007
c2-1-postonly	C2-1	値	結果なし	adapter: rqalpha 6.4.0: 公開の口に post_only が無い	-	結果なし	adapter: rqalpha 6.4.0: 公開の口に post_only が無い	-	結果なし	0.0	0.0
c2-1-ioc	C2-1	値	結果なし	adapter: rqalpha 6.4.0: 公開の口に IOC が無い	-	結果なし	adapter: rqalpha 6.4.0: 公開の口に IOC が無い	-	結果なし	0.0	0.0
c2-1-fok	C2-1	値	結果なし	adapter: rqalpha 6.4.0: 公開の口に FOK が無い	-	結果なし	adapter: rqalpha 6.4.0: 公開の口に FOK が無い	-	結果なし	0.0	0.0
c2-1-stop	C2-1	値	結果なし	adapter: rqalpha 6.4.0: 公開の口に stop が無い	-	結果なし	adapter: rqalpha 6.4.0: 公開の口に stop が無い	-	結果なし	0.0	0.0
c2-1-reduceonly	C2-1	値	結果なし	adapter: rqalpha 6.4.0: 公開の口に reduce_only が無い	-	結果なし	adapter: rqalpha 6.4.0: 公開の口に reduce_only が無い	-	結果なし	0.0	0.0
c2-1-oco	C2-1	値	結果なし	adapter: rqalpha 6.4.0: 公開の口に oco が無い	-	結果なし	adapter: rqalpha 6.4.0: 公開の口に oco が無い	-	結果なし	0.0	0.0
c2-2-cancel	C2-2	値	正解と一致		b34d43b23d64e77f	正解と一致		b34d43b23d64e77f	2 回の実行で同じ	0.006	0.006
c2-2-amend-price	C2-2	値	結果なし	adapter: rqalpha 6.4.0: 公開の口に amend が無い	-	結果なし	adapter: rqalpha 6.4.0: 公開の口に amend が無い	-	結果なし	0.0	0.0
c2-2-amend-qty	C2-2	能力	結果なし	adapter: rqalpha 6.4.0: 公開の口に amend が無い	-	結果なし	adapter: rqalpha 6.4.0: 公開の口に amend が無い	-	結果なし	0.0	0.0
c2-2-partial	C2-2	能力	不一致	cum.o1@c1: 期待 1.0 / 出力 0.0; filled.o1: 期待 1.0 / 出力 0.0; status.o1: 期待 canceled / 出力 rejected	ea76ae9f633127bc	不一致	cum.o1@c1: 期待 1.0 / 出力 0.0; filled.o1: 期待 1.0 / 出力 0.0; status.o1: 期待 canceled / 出力 rejected	ea76ae9f633127bc	2 回の実行で同じ	0.007	0.007
c2-3-tick	C2-3	値	不一致	filled.o2: 期待 1.0 / 出力 0.0; avg_px.o2: 期待 9990.0 / 出力に無い(KeyError: 'no fill for o2')	742fb310d74a2ede	不一致	filled.o2: 期待 1.0 / 出力 0.0; avg_px.o2: 期待 9990.0 / 出力に無い(KeyError: 'no fill for o2')	742fb310d74a2ede	2 回の実行で同じ	0.007	0.006
