scene	viewpoint	kind	class_1	detail_1	digest_1	class_2	detail_2	digest_2	repro	secs_1	secs_2
c2-1-market	C2-1	値	正解と一致		243764fee27278ab	正解と一致		243764fee27278ab	2 回の実行で同じ	0.001	0.001
c2-1-limit	C2-1	値	正解と一致		6b6a9d1d4bac054b	正解と一致		6b6a9d1d4bac054b	2 回の実行で同じ	0.001	0.0
c2-1-postonly	C2-1	値	正解と一致		c5d8fd3666113bf1	正解と一致		c5d8fd3666113bf1	2 回の実行で同じ	0.0	0.0
c2-1-ioc	C2-1	値	正解と一致		4af16eedd01a103f	正解と一致		4af16eedd01a103f	2 回の実行で同じ	0.0	0.0
c2-1-fok	C2-1	値	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に FOK が無い	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に FOK が無い	-	結果なし	0.0	0.0
c2-1-stop	C2-1	値	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に stop が無い	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に stop が無い	-	結果なし	0.0	0.0
c2-1-reduceonly	C2-1	値	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に reduce_only が無い	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に reduce_only が無い	-	結果なし	0.0	0.0
c2-1-oco	C2-1	値	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に oco が無い	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に oco が無い	-	結果なし	0.0	0.0
c2-2-cancel	C2-2	値	正解と一致		b34d43b23d64e77f	正解と一致		b34d43b23d64e77f	2 回の実行で同じ	0.0	0.0
c2-2-amend-price	C2-2	値	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に amend が無い	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に amend が無い	-	結果なし	0.0	0.0
c2-2-amend-qty	C2-2	能力	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に amend が無い	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に amend が無い	-	結果なし	0.0	0.0
c2-2-partial	C2-2	能力	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 段 4 を選ぶ口が無い(埋まり方は自分の列の位置を追う型 = 段 5 だけ)	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 段 4 を選ぶ口が無い(埋まり方は自分の列の位置を追う型 = 段 5 だけ)	-	結果なし	0.0	0.0
c2-3-tick	C2-3	値	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 値 9990.5 が整数の刻みに乗らない	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 値 9990.5 が整数の刻みに乗らない	-	結果なし	0.0	0.0
c2-3-minqty	C2-3	値	不一致	status.o1: 期待 rejected / 出力 filled; filled.o1: 期待 0.0 / 出力 0.005	9573e4d0147579b2	不一致	status.o1: 期待 rejected / 出力 filled; filled.o1: 期待 0.0 / 出力 0.005	9573e4d0147579b2	2 回の実行で同じ	0.0	0.0
c2-3-round	C2-3	能力	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 値 9990.7 が整数の刻みに乗らない	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 値 9990.7 が整数の刻みに乗らない	-	結果なし	0.0	0.0
c2-3-stp	C2-3	値	不一致	status.o2: 期待 canceled / 出力 filled; filled.o2: 期待 0.0 / 出力 1.0	42ac00f4c03f02cf	不一致	status.o2: 期待 canceled / 出力 filled; filled.o2: 期待 0.0 / 出力 1.0	42ac00f4c03f02cf	2 回の実行で同じ	0.0	0.0
c2-3-jpx-session	C2-3	値	不一致	avg_px.o1: 期待 1510.0 / 出力 1501.0; first_fill_t.o1: 期待 ge 1767670200000000000 / 出力 1767667500000000000	ed10c09f632de6f1	不一致	avg_px.o1: 期待 1510.0 / 出力 1501.0; first_fill_t.o1: 期待 ge 1767670200000000000 / 出力 1767667500000000000	ed10c09f632de6f1	2 回の実行で同じ	0.0	0.0
c2-3-jpx-limit	C2-3	値	不一致	status.o1: 期待 rejected / 出力 filled; filled.o1: 期待 0.0 / 出力 100.0	185599282af90764	不一致	status.o1: 期待 rejected / 出力 filled; filled.o1: 期待 0.0 / 出力 100.0	185599282af90764	2 回の実行で同じ	0.0	0.0
c2-3-fx-weekend	C2-3	値	不一致	avg_px.o1: 期待 150.103 / 出力 150.00300000000001; first_fill_t.o1: 期待 ge 1768168800000000000 / 出力 1768014000000000000	5ce55e9301d52204	不一致	avg_px.o1: 期待 150.103 / 出力 150.00300000000001; first_fill_t.o1: 期待 ge 1768168800000000000 / 出力 1768014000000000000	5ce55e9301d52204	2 回の実行で同じ	0.0	0.0
c2-4-reject	C2-4	値	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 拒否・時間切れ・状態不明を注入する口が無い	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 拒否・時間切れ・状態不明を注入する口が無い	-	結果なし	0.0	0.0
c2-4-timeout	C2-4	値	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 拒否・時間切れ・状態不明を注入する口が無い	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 拒否・時間切れ・状態不明を注入する口が無い	-	結果なし	0.0	0.0
c2-4-unknown	C2-4	値	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 拒否・時間切れ・状態不明を注入する口が無い	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 拒否・時間切れ・状態不明を注入する口が無い	-	結果なし	0.0	0.0
c2-4-kill	C2-4	値	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に kill が無い	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 公開の口に kill が無い	-	結果なし	0.0	0.0
c2-5-tier0	C2-5	能力	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 段 0 を選ぶ口が無い(埋まり方は自分の列の位置を追う型 = 段 5 だけ)	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 段 0 を選ぶ口が無い(埋まり方は自分の列の位置を追う型 = 段 5 だけ)	-	結果なし	0.0	0.0
c2-5-tier1	C2-5	能力	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 段 1 を選ぶ口が無い(埋まり方は自分の列の位置を追う型 = 段 5 だけ)	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 段 1 を選ぶ口が無い(埋まり方は自分の列の位置を追う型 = 段 5 だけ)	-	結果なし	0.0	0.0
c2-5-tier2	C2-5	能力	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 段 2 を選ぶ口が無い(埋まり方は自分の列の位置を追う型 = 段 5 だけ)	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 段 2 を選ぶ口が無い(埋まり方は自分の列の位置を追う型 = 段 5 だけ)	-	結果なし	0.0	0.0
c2-5-tier3	C2-5	能力	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 段 3 を選ぶ口が無い(埋まり方は自分の列の位置を追う型 = 段 5 だけ)	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 段 3 を選ぶ口が無い(埋まり方は自分の列の位置を追う型 = 段 5 だけ)	-	結果なし	0.0	0.0
c2-5-tier4	C2-5	能力	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 段 4 を選ぶ口が無い(埋まり方は自分の列の位置を追う型 = 段 5 だけ)	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 段 4 を選ぶ口が無い(埋まり方は自分の列の位置を追う型 = 段 5 だけ)	-	結果なし	0.0	0.0
c2-5-tier5	C2-5	能力	不一致	cum.o1@c3: 期待 2.0 / 出力 0.5; cum.o1@cend: 期待 2.0 / 出力 0.5	460274605de2aaaf	不一致	cum.o1@c3: 期待 2.0 / 出力 0.5; cum.o1@cend: 期待 2.0 / 出力 0.5	460274605de2aaaf	2 回の実行で同じ	0.0	0.0
c2-5-queue-value	C2-5	値	正解と一致		bc6881d06c2300df	正解と一致		bc6881d06c2300df	2 回の実行で同じ	0.0	0.0
c2-5-tier6	C2-5	能力	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 市場影響の関数・楽観と悲観の両方を回す口が無い	-	結果なし	adapter: PredictionMarketBench(611d669) oddpool_bench: 市場影響の関数・楽観と悲観の両方を回す口が無い	-	結果なし	0.0	0.0
