scene	viewpoint	kind	class_1	detail_1	digest_1	class_2	detail_2	digest_2	repro	secs_1	secs_2
i4-1-ref-taker	I4-1	値	結果なし	adapter: backtesting.py 0.6.6: 道具の中に、同じ入力を本体とは別に計算する独立の参照実装の口を探したが無い	-	結果なし	adapter: backtesting.py 0.6.6: 道具の中に、同じ入力を本体とは別に計算する独立の参照実装の口を探したが無い	-	結果なし	0.0	0.0
i4-1-ref-maker	I4-1	値	結果なし	adapter: backtesting.py 0.6.6: 道具の中に、同じ入力を本体とは別に計算する独立の参照実装の口を探したが無い	-	結果なし	adapter: backtesting.py 0.6.6: 道具の中に、同じ入力を本体とは別に計算する独立の参照実装の口を探したが無い	-	結果なし	0.0	0.0
i4-2-grid	I4-2	値	結果なし	場合 0: adapter: backtesting.py 0.6.6: 足 0 の合図: 道具は最初の足で Strategy.next を呼ばない(backtesting.py 1333 行 start = 1 + _indicator_warmup_nbars、1339 行 range(start, len(data)))	-	結果なし	場合 0: adapter: backtesting.py 0.6.6: 足 0 の合図: 道具は最初の足で Strategy.next を呼ばない(backtesting.py 1333 行 start = 1 + _indicator_warmup_nbars、1339 行 range(start, len(data)))	-	結果なし	0.0	0.0
i4-3-e2e-taker	I4-3	値	結果なし	adapter: backtesting.py 0.6.6: swap_daily_pct: 持ち越し・資金調達・金利の口を探したが無い(backtesting/ の grep swap・financ・interest・borrow 0 件) / 指標は Backtest.run の結果(_stats.compute_stats)で、12 の指標のうち平均勝ち・平均負け・RR・手数料の合計を円で出す口が無い(出るのは Win Rate・Profit Factor・Expectancy [%]・Sharpe(日次の年率)・Max. Drawdown ほか)	-	結果なし	adapter: backtesting.py 0.6.6: swap_daily_pct: 持ち越し・資金調達・金利の口を探したが無い(backtesting/ の grep swap・financ・interest・borrow 0 件) / 指標は Backtest.run の結果(_stats.compute_stats)で、12 の指標のうち平均勝ち・平均負け・RR・手数料の合計を円で出す口が無い(出るのは Win Rate・Profit Factor・Expectancy [%]・Sharpe(日次の年率)・Max. Drawdown ほか)	-	結果なし	0.0	0.0
i4-3-e2e-maker	I4-3	値	結果なし	adapter: backtesting.py 0.6.6: maker と taker で違う手数料: commission は 1 つ(Backtest(commission=)、_Broker の _commission)で、注文の種類で分ける口が無い / 指標は Backtest.run の結果(_stats.compute_stats)で、12 の指標のうち平均勝ち・平均負け・RR・手数料の合計を円で出す口が無い(出るのは Win Rate・Profit Factor・Expectancy [%]・Sharpe(日次の年率)・Max. Drawdown ほか)	-	結果なし	adapter: backtesting.py 0.6.6: maker と taker で違う手数料: commission は 1 つ(Backtest(commission=)、_Broker の _commission)で、注文の種類で分ける口が無い / 指標は Backtest.run の結果(_stats.compute_stats)で、12 の指標のうち平均勝ち・平均負け・RR・手数料の合計を円で出す口が無い(出るのは Win Rate・Profit Factor・Expectancy [%]・Sharpe(日次の年率)・Max. Drawdown ほか)	-	結果なし	0.0	0.0
i4-4-plain	I4-4	値	正解と一致		14293724f86c	正解と一致		14293724f86c	2 回の実行で同じ	0.015	0.016
i4-4-fee	I4-4	値	不一致	pnls[0] = 168.026(正解 173.82)	cb2703628829	不一致	pnls[0] = 168.026(正解 173.82)	cb2703628829	2 回の実行で同じ	0.011	0.015
i4-5-fills	I4-5	値	結果なし	adapter: backtesting.py 0.6.6: 入力はメモリ上の OHLC の DataFrame 1 本(Backtest(data=...))で、ファイルを宣言で読む口・約定/気配/板の入力・実行記録・指標の書き出しの目的・ダッシュボードを探したが無い	-	結果なし	adapter: backtesting.py 0.6.6: 入力はメモリ上の OHLC の DataFrame 1 本(Backtest(data=...))で、ファイルを宣言で読む口・約定/気配/板の入力・実行記録・指標の書き出しの目的・ダッシュボードを探したが無い	-	結果なし	0.002	0.002
i4-5-outputs	I4-5	能力	結果なし	adapter: backtesting.py 0.6.6: 入力はメモリ上の OHLC の DataFrame 1 本(Backtest(data=...))で、ファイルを宣言で読む口・約定/気配/板の入力・実行記録・指標の書き出しの目的・ダッシュボードを探したが無い	-	結果なし	adapter: backtesting.py 0.6.6: 入力はメモリ上の OHLC の DataFrame 1 本(Backtest(data=...))で、ファイルを宣言で読む口・約定/気配/板の入力・実行記録・指標の書き出しの目的・ダッシュボードを探したが無い	-	結果なし	0.001	0.002
i4-6-label	I4-6	値	結果なし	adapter: backtesting.py 0.6.6: 入力はメモリ上の OHLC の DataFrame 1 本(Backtest(data=...))で、ファイルを宣言で読む口・約定/気配/板の入力・実行記録・指標の書き出しの目的・ダッシュボードを探したが無い	-	結果なし	adapter: backtesting.py 0.6.6: 入力はメモリ上の OHLC の DataFrame 1 本(Backtest(data=...))で、ファイルを宣言で読む口・約定/気配/板の入力・実行記録・指標の書き出しの目的・ダッシュボードを探したが無い	-	結果なし	0.001	0.001
