scene	viewpoint	kind	class_1	detail_1	digest_1	class_2	detail_2	digest_2	repro	secs_1	secs_2
i4-1-ref-taker	I4-1	値	結果なし	adapter: Backtrader 1.9.78.123: 道具の中に、同じ入力を本体とは別に計算する独立の参照実装の口を探したが無い	-	結果なし	adapter: Backtrader 1.9.78.123: 道具の中に、同じ入力を本体とは別に計算する独立の参照実装の口を探したが無い	-	結果なし	0.0	0.0
i4-1-ref-maker	I4-1	値	結果なし	adapter: Backtrader 1.9.78.123: 道具の中に、同じ入力を本体とは別に計算する独立の参照実装の口を探したが無い	-	結果なし	adapter: Backtrader 1.9.78.123: 道具の中に、同じ入力を本体とは別に計算する独立の参照実装の口を探したが無い	-	結果なし	0.0	0.0
i4-2-grid	I4-2	値	正解と一致	30 の場合すべて	96e458c22e19	正解と一致	30 の場合すべて	96e458c22e19	2 回の実行で同じ	0.152	0.217
i4-3-e2e-taker	I4-3	値	結果なし	adapter: Backtrader 1.9.78.123: swap_daily_pct: 持ち越しの口は CommInfoBase の interest だけで、暦日の差で数える(comminfo.py 92 行「days * price * abs(size) * (interest / 365)」、274 行 _get_credit_interest)。足ごとに前の足の終値で掛ける口は無い / 12 の指標: analyzer は総損益・回数・勝ち負けの数と平均・連敗・最大下落・シャープを出すが(analyzers/tradeanalyzer.py 88-136 行、drawdown.py 58 行、sharpe.py 143-199 行)、勝率・PF・RR・期待値・手数料の合計を出す口は無い(adapter は道具が出していない値を計算しない)	-	結果なし	adapter: Backtrader 1.9.78.123: swap_daily_pct: 持ち越しの口は CommInfoBase の interest だけで、暦日の差で数える(comminfo.py 92 行「days * price * abs(size) * (interest / 365)」、274 行 _get_credit_interest)。足ごとに前の足の終値で掛ける口は無い / 12 の指標: analyzer は総損益・回数・勝ち負けの数と平均・連敗・最大下落・シャープを出すが(analyzers/tradeanalyzer.py 88-136 行、drawdown.py 58 行、sharpe.py 143-199 行)、勝率・PF・RR・期待値・手数料の合計を出す口は無い(adapter は道具が出していない値を計算しない)	-	結果なし	0.0	0.0
i4-3-e2e-maker	I4-3	値	結果なし	adapter: Backtrader 1.9.78.123: maker と taker で違う手数料: 手数料は data feed ごとに 1 つ(brokers/bbroker.py 703 行 comminfo = self.getcommissioninfo(order.data))で、注文の種類で分ける口が無い / 12 の指標: analyzer は総損益・回数・勝ち負けの数と平均・連敗・最大下落・シャープを出すが(analyzers/tradeanalyzer.py 88-136 行、drawdown.py 58 行、sharpe.py 143-199 行)、勝率・PF・RR・期待値・手数料の合計を出す口は無い(adapter は道具が出していない値を計算しない)	-	結果なし	adapter: Backtrader 1.9.78.123: maker と taker で違う手数料: 手数料は data feed ごとに 1 つ(brokers/bbroker.py 703 行 comminfo = self.getcommissioninfo(order.data))で、注文の種類で分ける口が無い / 12 の指標: analyzer は総損益・回数・勝ち負けの数と平均・連敗・最大下落・シャープを出すが(analyzers/tradeanalyzer.py 88-136 行、drawdown.py 58 行、sharpe.py 143-199 行)、勝率・PF・RR・期待値・手数料の合計を出す口は無い(adapter は道具が出していない値を計算しない)	-	結果なし	0.0	0.0
i4-4-plain	I4-4	値	正解と一致		14293724f86c	正解と一致		14293724f86c	2 回の実行で同じ	0.004	0.005
i4-4-fee	I4-4	値	正解と一致		bedd34db477e	正解と一致		bedd34db477e	2 回の実行で同じ	0.005	0.004
i4-5-fills	I4-5	値	結果なし	adapter: Backtrader 1.9.78.123: 宣言でファイルを読む口は GenericCSVData(feeds/csvgeneric.py)の足の CSV だけで、気配(買いは ask・売りは bid)のfeed の型、板の feed の型、実行記録・指標の書き出しの目的・ダッシュボードの項目別タブを探したが無い	-	結果なし	adapter: Backtrader 1.9.78.123: 宣言でファイルを読む口は GenericCSVData(feeds/csvgeneric.py)の足の CSV だけで、気配(買いは ask・売りは bid)のfeed の型、板の feed の型、実行記録・指標の書き出しの目的・ダッシュボードの項目別タブを探したが無い	-	結果なし	0.004	0.008
i4-5-outputs	I4-5	能力	結果なし	adapter: Backtrader 1.9.78.123: 宣言でファイルを読む口は GenericCSVData(feeds/csvgeneric.py)の足の CSV だけで、気配(買いは ask・売りは bid)のfeed の型、板の feed の型、実行記録・指標の書き出しの目的・ダッシュボードの項目別タブを探したが無い	-	結果なし	adapter: Backtrader 1.9.78.123: 宣言でファイルを読む口は GenericCSVData(feeds/csvgeneric.py)の足の CSV だけで、気配(買いは ask・売りは bid)のfeed の型、板の feed の型、実行記録・指標の書き出しの目的・ダッシュボードの項目別タブを探したが無い	-	結果なし	0.001	0.001
i4-6-label	I4-6	値	結果なし	adapter: Backtrader 1.9.78.123: 宣言でファイルを読む口は GenericCSVData(feeds/csvgeneric.py)の足の CSV だけで、気配(買いは ask・売りは bid)のfeed の型、板の feed の型、実行記録・指標の書き出しの目的・ダッシュボードの項目別タブを探したが無い	-	結果なし	adapter: Backtrader 1.9.78.123: 宣言でファイルを読む口は GenericCSVData(feeds/csvgeneric.py)の足の CSV だけで、気配(買いは ask・売りは bid)のfeed の型、板の feed の型、実行記録・指標の書き出しの目的・ダッシュボードの項目別タブを探したが無い	-	結果なし	0.001	0.001
