観測量,群,h,n1,n2,実群,対照(i),対照(ii),差(ii),差(i),対照(i)SE,走行,対照(ii)の軸の作り方,t,ブートストラップSE,有限な複製の本数,CI下限,CI上限,MDE(α=0.05/576),MDEとの比較,検出力,バー近傍,隣の分位,判定
reach_back_vwap_5m,B2_Q1,5,7222,6536,0.088480,,0.066860,0.021619,,,gap60_w8,inherit,4.6716,0.004628,2000,0.003456,0.039782,0.022508,<,,,"Q2:差=0.019896,|t|=4.2149",差あり(+)
reach_back_vwap_5m,B2_Q2,5,6932,6039,0.083814,,0.063918,0.019896,,,gap60_w8,inherit,4.2149,0.004720,2000,0.001369,0.038423,0.025209,<,,,"Q1:差=0.021619,|t|=4.6716 Q3:差=0.022039,|t|=4.9507",差あり(+)
reach_back_vwap_5m,B2_Q3,5,7044,5624,0.076093,,0.054054,0.022039,,,gap60_w8,inherit,4.9507,0.004452,2000,0.004567,0.039511,0.024447,<,,,"Q2:差=0.019896,|t|=4.2149",差あり(+)
reach_back_vwap_5m,D_Q1,5,5048,4101,0.089144,0.086102,0.066081,0.023063,0.003043,0.004217,gap60_w8,own,3.3108,0.006966,2000,-0.004277,0.050403,0.027084,<,,,"Q2:差=0.018662,|t|=3.1905",検出されず(MDE = 0.027084 割合)
reach_back_vwap_5m,D_Q2,5,5047,4910,0.075689,0.106096,0.057026,0.018662,-0.030407,0.003836,gap60_w8,own,3.1905,0.005849,2000,-0.004295,0.041619,0.030216,<,,,"Q1:差=0.023063,|t|=3.3108 Q3:差=0.020147,|t|=3.8270",検出されず(MDE = 0.030216 割合)
reach_back_vwap_5m,D_Q3,5,5048,4064,0.073296,0.090473,0.053150,0.020147,-0.017177,0.004336,gap60_w8,own,3.8270,0.005264,2000,-0.000515,0.040808,0.026535,<,,,"Q2:差=0.018662,|t|=3.1905",検出されず(MDE = 0.026535 割合)
reach_back_vwap_5m,C_SELL,5,12097,10643,0.092668,,0.064268,0.028400,,,gap60_w8,inherit,6.7677,0.004196,2000,0.011930,0.044870,0.019212,≥,,,,差あり(+)
reach_back_vwap_5m,C_BUY,5,9101,7556,0.069773,,0.058629,0.011144,,,gap60_w8,inherit,2.6779,0.004161,2000,-0.005189,0.027476,0.019879,<,,,,検出されず(MDE = 0.019879 割合)
reach_back_vwap_15m,全体,15,21198,18199,0.141004,0.187576,0.130612,0.010392,-0.046572,0.002670,gap60_w8,own,2.4237,0.004288,2000,-0.006436,0.027221,0.018420,<,,,,検出されず(MDE = 0.018420 割合)
reach_back_vwap_15m,A1_W8h_Q1,15,7150,4297,0.030490,0.053045,0.035141,-0.004651,-0.022556,0.009944,gap60_w8,own,-1.0201,0.004560,2000,-0.022548,0.013245,0.023784,<,,,"Q2:差=0.022342,|t|=3.6271",検出されず(MDE = 0.023784 割合)
reach_back_vwap_15m,A1_W8h_Q2,15,6986,6863,0.127398,0.107790,0.105056,0.022342,0.019607,0.004378,gap60_w8,own,3.6271,0.006160,2000,-0.001834,0.046517,0.028580,<,,,"Q1:差=-0.004651,|t|=1.0201 Q3:差=0.052546,|t|=6.3954",検出されず(MDE = 0.028580 割合)
reach_back_vwap_15m,A1_W8h_Q3,15,7062,7039,0.266355,0.217161,0.213809,0.052546,0.049194,0.003275,gap60_w8,own,6.3954,0.008216,2000,0.020299,0.084794,0.037638,≥,,,"Q2:差=0.022342,|t|=3.6271",差あり(+)
reach_back_vwap_15m,A1_W24h_Q1,15,7073,4474,0.027004,0.011477,0.022798,0.004206,0.015527,0.002947,gap60_w24,own,1.2377,0.003398,2000,-0.009131,0.017542,0.023158,<,,,"Q2:差=0.036297,|t|=6.7516",検出されず(MDE = 0.023158 割合)
reach_back_vwap_15m,A1_W24h_Q2,15,7128,6988,0.102553,0.053543,0.066256,0.036297,0.049010,0.002825,gap60_w24,own,6.7516,0.005376,2000,0.015197,0.057397,0.023443,≥,,,"Q1:差=0.004206,|t|=1.2377 Q3:差=0.053953,|t|=7.0021",差あり(+)
reach_back_vwap_15m,A1_W24h_Q3,15,6997,6979,0.192225,0.124335,0.138272,0.053953,0.067890,0.002817,gap60_w24,own,7.0021,0.007705,2000,0.023712,0.084195,0.032991,≥,,,"Q2:差=0.036297,|t|=6.7516",差あり(+)
reach_back_vwap_15m,A2_W8h_Q1,15,7066,11286,0.261534,,0.161616,0.099918,,,gap60_w8,partner_sign,12.7612,0.007830,2000,0.069188,0.130648,0.032447,≥,,,"Q2:差=0.009767,|t|=1.3044",差あり(+)
reach_back_vwap_15m,A2_W8h_Q2,15,7066,4075,0.128786,,0.119018,0.009767,,,gap60_w8,partner_sign,1.3044,0.007488,2000,-0.019621,0.039155,0.028378,<,,,"Q1:差=0.099918,|t|=12.7612 Q3:差=0.008731,|t|=2.1101",検出されず(MDE = 0.028378 割合)
reach_back_vwap_15m,A2_W8h_Q3,15,7066,2838,0.032692,,0.023961,0.008731,,,gap60_w8,partner_sign,2.1101,0.004138,2000,-0.007509,0.024972,0.020505,<,,,"Q2:差=0.009767,|t|=1.3044",検出されず(MDE = 0.020505 割合)
reach_back_vwap_15m,A2_W24h_Q1,15,7066,9474,0.162327,,0.099747,0.062580,,,gap60_w24,partner_sign,9.5846,0.006529,2000,0.036954,0.088206,0.031765,≥,,,"Q2:差=0.028492,|t|=4.3286",差あり(+)
reach_back_vwap_15m,A2_W24h_Q2,15,7066,4785,0.130059,,0.101567,0.028492,,,gap60_w24,partner_sign,4.3286,0.006582,2000,0.002658,0.054326,0.025382,≥,,,"Q1:差=0.062580,|t|=9.5846 Q3:差=0.004773,|t|=1.2791",差あり(+)
reach_back_vwap_15m,A2_W24h_Q3,15,7066,4182,0.028446,,0.023673,0.004773,,,gap60_w24,partner_sign,1.2791,0.003732,2000,-0.009873,0.019419,0.000000,≥,,,"Q2:差=0.028492,|t|=4.3286",検出されず(MDE = 0.000000 割合)
reach_back_vwap_15m,A3_W8h_Q1,15,7066,10644,0.336683,,0.194288,0.142395,,,gap60_w8,partner_sign,15.8319,0.008994,2000,0.107095,0.177695,0.035133,≥,,,"Q2:差=0.015326,|t|=3.0462",差あり(+)
reach_back_vwap_15m,A3_W8h_Q2,15,7066,5041,0.074441,,0.059115,0.015326,,,gap60_w8,partner_sign,3.0462,0.005031,2000,-0.004420,0.035072,0.015013,≥,,,"Q1:差=0.142395,|t|=15.8319 Q3:差=0.007512,|t|=3.4158",検出されず(MDE = 0.015013 割合)
reach_back_vwap_15m,A3_W8h_Q3,15,7066,2514,0.011888,,0.004375,0.007512,,,gap60_w8,partner_sign,3.4158,0.002199,2000,-0.001119,0.016144,0.000000,≥,,,"Q2:差=0.015326,|t|=3.0462",検出されず(MDE = 0.000000 割合)
reach_back_vwap_15m,A3_W24h_Q1,15,7066,8623,0.192329,,0.119100,0.073229,,,gap60_w24,partner_sign,9.8100,0.007465,2000,0.043932,0.102527,0.032026,≥,,,"Q2:差=0.035860,|t|=5.7585",差あり(+)
reach_back_vwap_15m,A3_W24h_Q2,15,7066,5688,0.124115,,0.088256,0.035860,,,gap60_w24,partner_sign,5.7585,0.006227,2000,0.011419,0.060300,0.021529,≥,,,"Q1:差=0.073229,|t|=9.8100 Q3:差=0.004145,|t|=3.4699",差あり(+)
reach_back_vwap_15m,A3_W24h_Q3,15,7066,4130,0.004387,,0.000242,0.004145,,,gap60_w24,partner_sign,3.4699,0.001195,2000,-0.000543,0.008833,0.000000,≥,,,"Q2:差=0.035860,|t|=5.7585",検出されず(MDE = 0.000000 割合)
reach_back_vwap_15m,A4_W8h_Q1,15,4984,7989,0.250000,,0.147202,0.102798,,,gap60_w8,partner_sign,11.7174,0.008773,2000,0.068365,0.137230,0.036650,≥,,,"Q2:差=0.001797,|t|=0.2111",差あり(+)
reach_back_vwap_15m,A4_W8h_Q2,15,4983,3004,0.126631,,0.124834,0.001797,,,gap60_w8,partner_sign,0.2111,0.008514,2000,-0.031618,0.035212,0.040946,<,,,"Q1:差=0.102798,|t|=11.7174 Q3:差=-0.013224,|t|=1.5801",検出されず(MDE = 0.040946 割合)
reach_back_vwap_15m,A4_W8h_Q3,15,4983,1914,0.031708,,0.044932,-0.013224,,,gap60_w8,partner_sign,-1.5801,0.008369,2000,-0.046072,0.019623,0.032069,<,,,"Q2:差=0.001797,|t|=0.2111",検出されず(MDE = 0.032069 割合)
reach_back_vwap_15m,A4_W24h_Q1,15,4976,6578,0.172227,,0.098966,0.073260,,,gap60_w24,partner_sign,9.2796,0.007895,2000,0.042275,0.104246,0.034011,≥,,,"Q2:差=0.024490,|t|=3.3181",差あり(+)
reach_back_vwap_15m,A4_W24h_Q2,15,4976,3506,0.121182,,0.096691,0.024490,,,gap60_w24,partner_sign,3.3181,0.007381,2000,-0.004478,0.053458,0.034464,<,,,"Q1:差=0.073260,|t|=9.2796 Q3:差=0.000425,|t|=0.0921",検出されず(MDE = 0.034464 割合)
reach_back_vwap_15m,A4_W24h_Q3,15,4976,2851,0.028135,,0.027710,0.000425,,,gap60_w24,partner_sign,0.0921,0.004619,2000,-0.017704,0.018555,0.008871,<,,,"Q2:差=0.024490,|t|=3.3181",検出されず(MDE = 0.008871 割合)
reach_back_vwap_15m,A5_W8h_Q1,15,4984,7655,0.317014,,0.178707,0.138308,,,gap60_w8,partner_sign,12.8181,0.010790,2000,0.095959,0.180656,0.040892,≥,,,"Q2:差=0.004082,|t|=0.6021",差あり(+)
reach_back_vwap_15m,A5_W8h_Q2,15,4983,3452,0.075055,,0.070973,0.004082,,,gap60_w8,partner_sign,0.6021,0.006780,2000,-0.022527,0.030690,0.027713,<,,,"Q1:差=0.138308,|t|=12.8181 Q3:差=0.002922,|t|=0.8056",検出されず(MDE = 0.027713 割合)
reach_back_vwap_15m,A5_W8h_Q3,15,4983,1800,0.016255,,0.013333,0.002922,,,gap60_w8,partner_sign,0.8056,0.003627,2000,-0.011314,0.017158,0.000000,≥,,,"Q2:差=0.004082,|t|=0.6021",検出されず(MDE = 0.000000 割合)
reach_back_vwap_15m,A5_W24h_Q1,15,4976,6012,0.195941,,0.113772,0.082168,,,gap60_w24,partner_sign,9.5007,0.008649,2000,0.048224,0.116112,0.036790,≥,,,"Q2:差=0.022903,|t|=2.9615",差あり(+)
reach_back_vwap_15m,A5_W24h_Q2,15,4976,3991,0.118368,,0.095465,0.022903,,,gap60_w24,partner_sign,2.9615,0.007734,2000,-0.007450,0.053257,0.026129,<,,,"Q1:差=0.082168,|t|=9.5007 Q3:差=0.005870,|t|=2.7304",検出されず(MDE = 0.026129 割合)
reach_back_vwap_15m,A5_W24h_Q3,15,4976,2932,0.007235,,0.001364,0.005870,,,gap60_w24,partner_sign,2.7304,0.002150,2000,-0.002568,0.014309,0.000000,≥,,,"Q2:差=0.022903,|t|=2.9615",検出されず(MDE = 0.000000 割合)
reach_back_vwap_15m,E_W8h_Q1,15,4384,3099,0.013914,,0.066150,-0.052236,,,gap60_w8,inherit,-7.6579,0.006821,2000,-0.079008,-0.025464,0.024126,≥,,,"Q2:差=-0.041858,|t|=7.0157",差あり(−)
reach_back_vwap_15m,E_W8h_Q2,15,4383,3788,0.046315,,0.088173,-0.041858,,,gap60_w8,inherit,-7.0157,0.005966,2000,-0.065275,-0.018441,0.028988,≥,,,"Q1:差=-0.052236,|t|=7.6579 Q3:差=0.149350,|t|=15.5127",差あり(−)
reach_back_vwap_15m,E_W8h_Q3,15,4384,4325,0.356980,,0.207630,0.149350,,,gap60_w8,inherit,15.5127,0.009628,2000,0.111564,0.187136,0.047086,≥,,,"Q2:差=-0.041858,|t|=7.0157",差あり(+)
reach_back_vwap_15m,E_W24h_Q1,15,3882,2621,0.004894,,0.025944,-0.021050,,,gap60_w24,inherit,-4.1683,0.005050,2000,-0.040870,-0.001230,0.000000,≥,,,"Q2:差=-0.036134,|t|=4.8472",差あり(−)
reach_back_vwap_15m,E_W24h_Q2,15,3882,3372,0.029109,,0.065243,-0.036134,,,gap60_w24,inherit,-4.8472,0.007455,2000,-0.065393,-0.006876,0.010027,≥,,,"Q1:差=-0.021050,|t|=4.1683 Q3:差=0.156206,|t|=13.2925",差あり(−)
reach_back_vwap_15m,E_W24h_Q3,15,3882,3814,0.326893,,0.170687,0.156206,,,gap60_w24,inherit,13.2925,0.011751,2000,0.110084,0.202328,0.043365,≥,,,"Q2:差=-0.036134,|t|=4.8472",差あり(+)
reach_back_vwap_15m,B1_Q1,15,12029,11000,0.161776,,0.138727,0.023048,,,gap60_w8,inherit,4.5352,0.005082,2000,0.003102,0.042995,0.026111,<,,,"Q2:差=0.004000,|t|=0.5146",差あり(+)
reach_back_vwap_15m,B1_Q2,15,3906,3301,0.138505,,0.134505,0.004000,,,gap60_w8,inherit,0.5146,0.007774,2000,-0.026510,0.034510,0.037858,<,,,"Q1:差=0.023048,|t|=4.5352 Q3:差=-0.009030,|t|=1.2433",検出されず(MDE = 0.037858 割合)
reach_back_vwap_15m,B1_Q3,15,5263,3898,0.095383,,0.104413,-0.009030,,,gap60_w8,inherit,-1.2433,0.007262,2000,-0.037533,0.019474,0.031373,<,,,"Q2:差=0.004000,|t|=0.5146",検出されず(MDE = 0.031373 割合)
reach_back_vwap_15m,B2_Q1,15,7222,6536,0.152312,,0.139841,0.012471,,,gap60_w8,inherit,2.0038,0.006224,2000,-0.011956,0.036899,0.031975,<,,,"Q2:差=0.013341,|t|=2.1447",検出されず(MDE = 0.031975 割合)
reach_back_vwap_15m,B2_Q2,15,6932,6039,0.143826,,0.130485,0.013341,,,gap60_w8,inherit,2.1447,0.006220,2000,-0.011073,0.037754,0.029715,<,,,"Q1:差=0.012471,|t|=2.0038 Q3:差=0.006611,|t|=1.0238",検出されず(MDE = 0.029715 割合)
reach_back_vwap_15m,B2_Q3,15,7044,5624,0.126633,,0.120021,0.006611,,,gap60_w8,inherit,1.0238,0.006458,2000,-0.018733,0.031956,0.033272,<,,,"Q2:差=0.013341,|t|=2.1447",検出されず(MDE = 0.033272 割合)
reach_back_vwap_15m,D_Q1,15,5048,4101,0.147583,0.180339,0.133626,0.013957,-0.032756,0.005780,gap60_w8,own,1.4477,0.009641,2000,-0.023882,0.051797,0.038182,<,,,"Q2:差=0.004574,|t|=0.5314",検出されず(MDE = 0.038182 割合)
reach_back_vwap_15m,D_Q2,15,5047,4910,0.135328,0.199007,0.130754,0.004574,-0.063679,0.004973,gap60_w8,own,0.5314,0.008608,2000,-0.029208,0.038357,0.037270,<,,,"Q1:差=0.013957,|t|=1.4477 Q3:差=0.010935,|t|=1.2895",検出されず(MDE = 0.037270 割合)
reach_back_vwap_15m,D_Q3,15,5048,4064,0.126585,0.181174,0.115650,0.010935,-0.054590,0.005822,gap60_w8,own,1.2895,0.008480,2000,-0.022347,0.044218,0.037133,<,,,"Q2:差=0.004574,|t|=0.5314",検出されず(MDE = 0.037133 割合)
reach_back_vwap_15m,C_SELL,15,12097,10643,0.154088,,0.139434,0.014653,,,gap60_w8,inherit,2.4744,0.005922,2000,-0.008589,0.037896,0.025571,<,,,,検出されず(MDE = 0.025571 割合)
reach_back_vwap_15m,C_BUY,15,9101,7556,0.123613,,0.118184,0.005429,,,gap60_w8,inherit,0.9294,0.005841,2000,-0.017497,0.028354,0.026370,<,,,,検出されず(MDE = 0.026370 割合)
reach_back_vwap_30m,全体,30,21198,18199,0.201198,0.269108,0.199626,0.001572,-0.067910,0.003033,gap60_w8,own,0.3001,0.005237,2000,-0.018983,0.022127,0.020555,<,,,,検出されず(MDE = 0.020555 割合)
reach_back_vwap_30m,A1_W8h_Q1,30,7150,4297,0.066014,0.102161,0.068420,-0.002406,-0.036147,0.013437,gap60_w8,own,-0.3363,0.007153,2000,-0.030479,0.025668,0.025282,<,,,"Q2:差=0.018444,|t|=2.3153",検出されず(MDE = 0.025282 割合)
reach_back_vwap_30m,A1_W8h_Q2,30,6986,6863,0.190381,0.168161,0.171936,0.018444,0.022220,0.005280,gap60_w8,own,2.3153,0.007966,2000,-0.012822,0.049710,0.033294,<,,,"Q1:差=-0.002406,|t|=0.3363 Q3:差=0.042048,|t|=4.7536",検出されず(MDE = 0.033294 割合)
reach_back_vwap_30m,A1_W8h_Q3,30,7062,7039,0.348768,0.306435,0.306720,0.042048,0.042333,0.003662,gap60_w8,own,4.7536,0.008846,2000,0.007331,0.076765,0.039734,≥,,,"Q2:差=0.018444,|t|=2.3153",差あり(+)
reach_back_vwap_30m,A1_W24h_Q1,30,7073,4474,0.044253,0.026014,0.040903,0.003350,0.018239,0.004405,gap60_w24,own,0.6239,0.005369,2000,-0.017722,0.024421,0.025127,<,,,"Q2:差=0.040712,|t|=6.0149",検出されず(MDE = 0.025127 割合)
reach_back_vwap_30m,A1_W24h_Q2,30,7128,6988,0.146465,0.086772,0.105753,0.040712,0.059693,0.003533,gap60_w24,own,6.0149,0.006769,2000,0.014147,0.067277,0.028805,≥,,,"Q1:差=0.003350,|t|=0.6239 Q3:差=0.052653,|t|=6.3368",差あり(+)
reach_back_vwap_30m,A1_W24h_Q3,30,6997,6979,0.251822,0.182421,0.199169,0.052653,0.069401,0.003297,gap60_w24,own,6.3368,0.008309,2000,0.020042,0.085265,0.037049,≥,,,"Q2:差=0.040712,|t|=6.0149",差あり(+)
reach_back_vwap_30m,A2_W8h_Q1,30,7066,11286,0.342202,,0.242247,0.099955,,,gap60_w8,partner_sign,11.4623,0.008720,2000,0.065730,0.134180,0.035105,≥,,,"Q2:差=0.008524,|t|=0.9665",差あり(+)
reach_back_vwap_30m,A2_W8h_Q2,30,7066,4075,0.196009,,0.187485,0.008524,,,gap60_w8,partner_sign,0.9665,0.008820,2000,-0.026091,0.043140,0.034552,<,,,"Q1:差=0.099955,|t|=11.4623 Q3:差=0.017815,|t|=2.7201",検出されず(MDE = 0.034552 割合)
reach_back_vwap_30m,A2_W8h_Q3,30,7066,2838,0.065384,,0.047569,0.017815,,,gap60_w8,partner_sign,2.7201,0.006549,2000,-0.007890,0.043520,0.022997,<,,,"Q2:差=0.008524,|t|=0.9665",検出されず(MDE = 0.022997 割合)
reach_back_vwap_30m,A2_W24h_Q1,30,7066,9474,0.216247,,0.148934,0.067313,,,gap60_w24,partner_sign,8.9709,0.007504,2000,0.037863,0.096763,0.034039,≥,,,"Q2:差=0.027046,|t|=3.3833",差あり(+)
reach_back_vwap_30m,A2_W24h_Q2,30,7066,4785,0.180442,,0.153396,0.027046,,,gap60_w24,partner_sign,3.3833,0.007994,2000,-0.004328,0.058419,0.032623,<,,,"Q1:差=0.067313,|t|=8.9709 Q3:差=0.004788,|t|=0.8718",検出されず(MDE = 0.032623 割合)
reach_back_vwap_30m,A2_W24h_Q3,30,7066,4182,0.044721,,0.039933,0.004788,,,gap60_w24,partner_sign,0.8718,0.005493,2000,-0.016769,0.026345,0.013984,<,,,"Q2:差=0.027046,|t|=3.3833",検出されず(MDE = 0.013984 割合)
reach_back_vwap_30m,A3_W8h_Q1,30,7066,10644,0.422304,,0.278936,0.143368,,,gap60_w8,partner_sign,14.4272,0.009937,2000,0.104366,0.182369,0.035812,≥,,,"Q2:差=0.024787,|t|=3.3649",差あり(+)
reach_back_vwap_30m,A3_W8h_Q2,30,7066,5041,0.147184,,0.122396,0.024787,,,gap60_w8,partner_sign,3.3649,0.007366,2000,-0.004124,0.053699,0.022842,≥,,,"Q1:差=0.143368,|t|=14.4272 Q3:差=0.015412,|t|=3.3310",検出されず(MDE = 0.022842 割合)
reach_back_vwap_30m,A3_W8h_Q3,30,7066,2514,0.034107,,0.018695,0.015412,,,gap60_w8,partner_sign,3.3310,0.004627,2000,-0.002747,0.033571,0.009580,≥,,,"Q2:差=0.024787,|t|=3.3649",検出されず(MDE = 0.009580 割合)
reach_back_vwap_30m,A3_W24h_Q1,30,7066,8623,0.243985,,0.166763,0.077222,,,gap60_w24,partner_sign,9.2457,0.008352,2000,0.044441,0.110003,0.034526,≥,,,"Q2:差=0.034131,|t|=4.4822",差あり(+)
reach_back_vwap_30m,A3_W24h_Q2,30,7066,5688,0.185678,,0.151547,0.034131,,,gap60_w24,partner_sign,4.4822,0.007615,2000,0.004245,0.064017,0.027746,≥,,,"Q1:差=0.077222,|t|=9.2457 Q3:差=0.008841,|t|=3.5452",差あり(+)
reach_back_vwap_30m,A3_W24h_Q3,30,7066,4130,0.011746,,0.002906,0.008841,,,gap60_w24,partner_sign,3.5452,0.002494,2000,-0.000947,0.018628,0.013726,<,,,"Q2:差=0.034131,|t|=4.4822",検出されず(MDE = 0.013726 割合)
reach_back_vwap_30m,A4_W8h_Q1,30,4984,7989,0.326043,,0.221805,0.104238,,,gap60_w8,partner_sign,10.1349,0.010285,2000,0.063871,0.144605,0.040346,≥,,,"Q2:差=0.000632,|t|=0.0599",差あり(+)
reach_back_vwap_30m,A4_W8h_Q2,30,4983,3004,0.190046,,0.189414,0.000632,,,gap60_w8,partner_sign,0.0599,0.010556,2000,-0.040797,0.042062,0.046047,<,,,"Q1:差=0.104238,|t|=10.1349 Q3:差=-0.006643,|t|=0.6322",検出されず(MDE = 0.046047 割合)
reach_back_vwap_30m,A4_W8h_Q3,30,4983,1914,0.069637,,0.076280,-0.006643,,,gap60_w8,partner_sign,-0.6322,0.010509,2000,-0.047888,0.034602,0.033332,<,,,"Q2:差=0.000632,|t|=0.0599",検出されず(MDE = 0.033332 割合)
reach_back_vwap_30m,A4_W24h_Q1,30,4976,6578,0.225884,,0.147005,0.078879,,,gap60_w24,partner_sign,8.9563,0.008807,2000,0.044313,0.113445,0.039588,≥,,,"Q2:差=0.021109,|t|=2.5732",差あり(+)
reach_back_vwap_30m,A4_W24h_Q2,30,4976,3506,0.171423,,0.150314,0.021109,,,gap60_w24,partner_sign,2.5732,0.008203,2000,-0.011087,0.053305,0.040853,<,,,"Q1:差=0.078879,|t|=8.9563 Q3:差=-0.000677,|t|=0.0991",検出されず(MDE = 0.040853 割合)
reach_back_vwap_30m,A4_W24h_Q3,30,4976,2851,0.047026,,0.047703,-0.000677,,,gap60_w24,partner_sign,-0.0991,0.006828,2000,-0.027476,0.026122,0.019546,<,,,"Q2:差=0.021109,|t|=2.5732",検出されず(MDE = 0.019546 割合)
reach_back_vwap_30m,A5_W8h_Q1,30,4984,7655,0.402689,,0.260875,0.141813,,,gap60_w8,partner_sign,11.9580,0.011859,2000,0.095268,0.188358,0.042088,≥,,,"Q2:差=0.019636,|t|=2.1318",差あり(+)
reach_back_vwap_30m,A5_W8h_Q2,30,4983,3452,0.144491,,0.124855,0.019636,,,gap60_w8,partner_sign,2.1318,0.009211,2000,-0.016515,0.055787,0.036098,<,,,"Q1:差=0.141813,|t|=11.9580 Q3:差=0.005753,|t|=1.1162",検出されず(MDE = 0.036098 割合)
reach_back_vwap_30m,A5_W8h_Q3,30,4983,1800,0.038531,,0.032778,0.005753,,,gap60_w8,partner_sign,1.1162,0.005154,2000,-0.014477,0.025983,0.011096,<,,,"Q2:差=0.019636,|t|=2.1318",検出されず(MDE = 0.011096 割合)
reach_back_vwap_30m,A5_W24h_Q1,30,4976,6012,0.254220,,0.162841,0.091379,,,gap60_w24,partner_sign,9.7612,0.009361,2000,0.054637,0.128121,0.040803,≥,,,"Q2:差=0.014575,|t|=1.6174",差あり(+)
reach_back_vwap_30m,A5_W24h_Q2,30,4976,3991,0.173432,,0.158857,0.014575,,,gap60_w24,partner_sign,1.6174,0.009011,2000,-0.020793,0.049943,0.033931,<,,,"Q1:差=0.091379,|t|=9.7612 Q3:差=0.010882,|t|=2.8142",検出されず(MDE = 0.033931 割合)
reach_back_vwap_30m,A5_W24h_Q3,30,4976,2932,0.016680,,0.005798,0.010882,,,gap60_w24,partner_sign,2.8142,0.003867,2000,-0.004295,0.026058,0.013502,<,,,"Q2:差=0.014575,|t|=1.6174",検出されず(MDE = 0.013502 割合)
reach_back_vwap_30m,E_W8h_Q1,30,4384,3099,0.035356,,0.107777,-0.072421,,,gap60_w8,inherit,-7.3031,0.009916,2000,-0.111341,-0.033501,0.032101,≥,,,"Q2:差=-0.043895,|t|=5.4153",差あり(−)
reach_back_vwap_30m,E_W8h_Q2,30,4383,3788,0.101300,,0.145195,-0.043895,,,gap60_w8,inherit,-5.4153,0.008106,2000,-0.075708,-0.012082,0.035957,≥,,,"Q1:差=-0.072421,|t|=7.3031 Q3:差=0.158351,|t|=14.5827",差あり(−)
reach_back_vwap_30m,E_W8h_Q3,30,4384,4325,0.459854,,0.301503,0.158351,,,gap60_w8,inherit,14.5827,0.010859,2000,0.115733,0.200970,0.049862,≥,,,"Q2:差=-0.043895,|t|=5.4153",差あり(+)
reach_back_vwap_30m,E_W24h_Q1,30,3882,2621,0.010304,,0.041587,-0.031283,,,gap60_w24,inherit,-4.2751,0.007318,2000,-0.060003,-0.002563,0.000000,≥,,,"Q2:差=-0.050285,|t|=5.8632",差あり(−)
reach_back_vwap_30m,E_W24h_Q2,30,3882,3372,0.057960,,0.108244,-0.050285,,,gap60_w24,inherit,-5.8632,0.008576,2000,-0.083945,-0.016624,0.021535,≥,,,"Q1:差=-0.031283,|t|=4.2751 Q3:差=0.166411,|t|=12.9726",差あり(−)
reach_back_vwap_30m,E_W24h_Q3,30,3882,3814,0.416280,,0.249869,0.166411,,,gap60_w24,inherit,12.9726,0.012828,2000,0.116065,0.216758,0.049789,≥,,,"Q2:差=-0.050285,|t|=5.8632",差あり(+)
reach_back_vwap_30m,B1_Q1,30,12029,11000,0.227284,,0.212909,0.014375,,,gap60_w8,inherit,2.4225,0.005934,2000,-0.008915,0.037665,0.028818,<,,,"Q2:差=-0.003135,|t|=0.3463",検出されず(MDE = 0.028818 割合)
reach_back_vwap_30m,B1_Q2,30,3906,3301,0.198925,,0.202060,-0.003135,,,gap60_w8,inherit,-0.3463,0.009052,2000,-0.038664,0.032394,0.045340,<,,,"Q1:差=0.014375,|t|=2.4225 Q3:差=-0.016818,|t|=2.0089",検出されず(MDE = 0.045340 割合)
reach_back_vwap_30m,B1_Q3,30,5263,3898,0.143264,,0.160082,-0.016818,,,gap60_w8,inherit,-2.0089,0.008372,2000,-0.049674,0.016039,0.032386,<,,,"Q2:差=-0.003135,|t|=0.3463",検出されず(MDE = 0.032386 割合)
reach_back_vwap_30m,B2_Q1,30,7222,6536,0.221130,,0.214045,0.007085,,,gap60_w8,inherit,0.9517,0.007444,2000,-0.022131,0.036300,0.035538,<,,,"Q2:差=0.003639,|t|=0.5313",検出されず(MDE = 0.035538 割合)
reach_back_vwap_30m,B2_Q2,30,6932,6039,0.203837,,0.200199,0.003639,,,gap60_w8,inherit,0.5313,0.006848,2000,-0.023240,0.030517,0.035857,<,,,"Q1:差=0.007085,|t|=0.9517 Q3:差=-0.004089,|t|=0.5239",検出されず(MDE = 0.035857 割合)
reach_back_vwap_30m,B2_Q3,30,7044,5624,0.178166,,0.182255,-0.004089,,,gap60_w8,inherit,-0.5239,0.007805,2000,-0.034720,0.026543,0.035177,<,,,"Q2:差=0.003639,|t|=0.5313",検出されず(MDE = 0.035177 割合)
reach_back_vwap_30m,D_Q1,30,5048,4101,0.209192,0.257627,0.195806,0.013386,-0.048435,0.006575,gap60_w8,own,1.2056,0.011103,2000,-0.030191,0.056963,0.042836,<,,,"Q2:差=-0.004670,|t|=0.4305",検出されず(MDE = 0.042836 割合)
reach_back_vwap_30m,D_Q2,30,5047,4910,0.196552,0.286645,0.201222,-0.004670,-0.090093,0.005632,gap60_w8,own,-0.4305,0.010848,2000,-0.047245,0.037906,0.039705,<,,,"Q1:差=0.013386,|t|=1.2056 Q3:差=0.002018,|t|=0.1824",検出されず(MDE = 0.039705 割合)
reach_back_vwap_30m,D_Q3,30,5048,4064,0.179675,0.254055,0.177657,0.002018,-0.074380,0.006581,gap60_w8,own,0.1824,0.011063,2000,-0.041401,0.045437,0.042555,<,,,"Q2:差=-0.004670,|t|=0.4305",検出されず(MDE = 0.042555 割合)
