target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1
opp_quantcore	p1-merge-by-time	P0-1	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000], [""funding"", 1700265600000000000], [""bar"", 1700352000000000000], [""trade"", 1700438400000000000]]}"	QuantCore が受ける事象は足(BarData)と約定のティック(TickData)の 2 種だけで、資金調達 を入れる口が無い。試したこと: quantcore の公開の名前で「funding」を含むもの: []。BacktestEngine().add_event_data(...) -> AttributeError: 'quantcore._core.BacktestEngine' object has no attribute 'add_event_data'(足と約定は add_data と add_tick_data の別々の口で、同じ実行に混ぜる口も無い: engine.has_tick_data で片方の型に切り替わる)
opp_quantcore	p1-one-call-per-event	P0-1	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	足 5 本。on_data の各回に ev.timestamp_ns
opp_quantcore	p1-typed-events	P0-1	capability	不一致	不一致	2 回の実行で同じ	ok	"{""sequence"": [[""MarketDataEvent"", 1700179200000000000]]}"	ok	"{""sequence"": [[""MarketDataEvent"", 1700179200000000000]]}"	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000]]}"	add_data(足) と add_tick_data(約定) を同じ BacktestEngine に入れて走らせた。on_data に届いた事象の型と時刻: [['MarketDataEvent', 1700179200000000000]](戦略に届く型は MarketDataEvent の 1 種で、足と約定を見分ける欄は無い)
opp_quantcore	p2-iso-utc	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	1704067200123456789	QuantCore の時刻は int のナノ秒(timestamp_ns)で、文字列の時刻を変換する公開の関数が無い。試したこと: TradingCalendar('NYSE').parse(iso) -> ImportError: pandas_market_calendars is required for calendar filtering:   pip install pandas_market_calendars
opp_quantcore	p2-iso-offset	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	1704067200123456789	QuantCore の時刻は int のナノ秒(timestamp_ns)で、文字列の時刻を変換する公開の関数が無い。試したこと: TradingCalendar('NYSE').parse(iso) -> ImportError: pandas_market_calendars is required for calendar filtering:   pip install pandas_market_calendars
opp_quantcore	p2-event-time-exact	P0-2	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400123456789]}"	ok	"{""observed_ts_ns"": [1700006400123456789]}"	"{""observed_ts_ns"": [1700006400123456789]}"	約定のティックで渡し、on_data の ev.timestamp_ns
opp_quantcore	p2-one-ns-apart	P0-2	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	ok	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	約定のティックで渡し、on_data の ev.timestamp_ns
opp_quantcore	p3-trade	P0-3	capability	不一致	不一致	2 回の実行で同じ	ok	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": null}, ""sequence"": [[""trade"", 1700092800000000000]]}"	ok	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": null}, ""sequence"": [[""trade"", 1700092800000000000]]}"	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": ""buy""}, ""sequence"": [[""trade"", 1700092800000000000]]}"	約定 1 件(add_tick_data)。on_data に届くのは MarketDataEvent(open/high/low/close/volume)で、約定の向きの欄が無い
opp_quantcore	p3-book_snapshot	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""asks"": [[5012500.0, 0.4], [5013000.0, 2.0]], ""bids"": [[5012000.0, 0.5], [5011000.0, 1.0]]}, ""sequence"": [[""book_snapshot"", 1700092800000000000]]}"	QuantCore が受ける事象は足(BarData)と約定のティック(TickData)の 2 種だけで、book_snapshot を入れる口が無い。試したこと: quantcore の公開の名前で「snapshot」を含むもの: []。BacktestEngine().add_event_data(...) -> AttributeError: 'quantcore._core.BacktestEngine' object has no attribute 'add_event_data'
opp_quantcore	p3-book_delta	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 5012000.0, ""qty"": 0.3, ""side"": ""bid""}, ""sequence"": [[""book_delta"", 1700092800000000000]]}"	QuantCore が受ける事象は足(BarData)と約定のティック(TickData)の 2 種だけで、book_delta を入れる口が無い。試したこと: quantcore の公開の名前で「delta」を含むもの: []。BacktestEngine().add_event_data(...) -> AttributeError: 'quantcore._core.BacktestEngine' object has no attribute 'add_event_data'
opp_quantcore	p3-bar	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	足 1 本(add_data)。on_data の MarketDataEvent
opp_quantcore	p3-funding	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	QuantCore が受ける事象は足(BarData)と約定のティック(TickData)の 2 種だけで、funding を入れる口が無い。試したこと: quantcore の公開の名前で「funding」を含むもの: []。BacktestEngine().add_event_data(...) -> AttributeError: 'quantcore._core.BacktestEngine' object has no attribute 'add_event_data'
opp_quantcore	p3-liquidation	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	QuantCore が受ける事象は足(BarData)と約定のティック(TickData)の 2 種だけで、liquidation を入れる口が無い。試したこと: quantcore の公開の名前で「liquidation」を含むもの: []。BacktestEngine().add_event_data(...) -> AttributeError: 'quantcore._core.BacktestEngine' object has no attribute 'add_event_data'
opp_quantcore	p3-mixed-one-run	P0-3	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""bar"", 1700352000000000000], [""funding"", 1700438400000000000], [""liquidation"", 1700524800000000000]]}"	QuantCore が受ける事象は足(BarData)と約定のティック(TickData)の 2 種だけで、板・資金調達・清算 を入れる口が無い。試したこと: quantcore の公開の名前で「book」を含むもの: []。BacktestEngine().add_event_data(...) -> AttributeError: 'quantcore._core.BacktestEngine' object has no attribute 'add_event_data'
opp_quantcore	p3-clock-timer	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""clock_calls_ns"": [1700352000000000000]}"	時刻を頼んで呼ばれる口が無い。試したこと: quantcore の公開の名前で「timer」を含むもの: []。BacktestEngine().add_event_data(...) -> AttributeError: 'quantcore._core.BacktestEngine' object has no attribute 'add_event_data'
opp_quantcore	p3-notice-accepted	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""notices"": [""accepted""]}"	受付の知らせの呼び出しが無い(Strategy の呼び出しは on_data / on_fill / on_rejected)。試したこと: 指値の注文を出す口も無い(quantcore の公開の名前で「limit」を含むもの: ['RiskLimits']。BacktestEngine().add_event_data(...) -> AttributeError: 'quantcore._core.BacktestEngine' object has no attribute 'add_event_data')
opp_quantcore	p3-notice-rejected	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""notices"": [""rejected""]}"	ok	"{""notices"": [""rejected""]}"	"{""notices"": [""rejected""]}"	現金 1,000、約定の価格 1,000,000。1 回目に BUY の信号(FixedShares(1))。on_fill/on_rejected の列。fills=[]
opp_quantcore	p3-notice-filled	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""filled_qty_in_notices"": 1.0, ""notices"": [""filled""]}"	ok	"{""filled_qty_in_notices"": 1.0, ""notices"": [""filled""]}"	"{""filled_qty_in_notices"": 1.0}"	on_fill: [{'price': 100.01, 'qty': 1.0, 'commission': 0.0, 'ts': 1700092800000000000}]
