target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1
opp_zipline_reloaded	p1-merge-by-time	P0-1	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000], [""funding"", 1700265600000000000], [""bar"", 1700352000000000000], [""trade"", 1700438400000000000]]}"	"zipline の入力は bundle に書いた資産ごとの OHLCV の足(日足・分足)だけで、約定・資金調達 を入れる口が無い。試したこと: bundle の daily_bar_writer.write に 約定・資金調達 の列だけの DataFrame を渡した -> KeyError: ""None of [Index(['volume', 'open', 'low', 'high', 'close'], dtype='object')] are in the [columns]"""
opp_zipline_reloaded	p1-one-call-per-event	P0-1	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	日足 5 本を bundle に書き、handle_data の各回に get_datetime() を記録
opp_zipline_reloaded	p1-typed-events	P0-1	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000]]}"	"zipline の入力は bundle に書いた資産ごとの OHLCV の足(日足・分足)だけで、約定 を入れる口が無い。試したこと: bundle の daily_bar_writer.write に 約定 の列だけの DataFrame を渡した -> KeyError: ""None of [Index(['volume', 'open', 'low', 'high', 'close'], dtype='object')] are in the [columns]"""
opp_zipline_reloaded	p2-iso-utc	P0-2	value	正解と一致	正解と一致	2 回の実行で同じ	ok	1704067200123456789	ok	1704067200123456789	1704067200123456789	zipline の時刻は pandas.Timestamp(get_datetime の型)。pd.Timestamp(iso).tz_convert('UTC').value
opp_zipline_reloaded	p2-iso-offset	P0-2	value	正解と一致	正解と一致	2 回の実行で同じ	ok	1704067200123456789	ok	1704067200123456789	1704067200123456789	zipline の時刻は pandas.Timestamp(get_datetime の型)。pd.Timestamp(iso).tz_convert('UTC').value
opp_zipline_reloaded	p2-event-time-exact	P0-2	value	不一致	不一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400000000000]}"	ok	"{""observed_ts_ns"": [1700006400000000000]}"	"{""observed_ts_ns"": [1700006400123456789]}"	足で渡した(日足は暦の日に丸めて書かれる)。handle_data の get_datetime()
opp_zipline_reloaded	p2-one-ns-apart	P0-2	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	ナノ秒の時刻の足を bundle に書いて走らせた -> ValueError: cannot reindex on an axis with duplicate labels
opp_zipline_reloaded	p3-trade	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": ""buy""}, ""sequence"": [[""trade"", 1700092800000000000]]}"	"zipline の入力は bundle に書いた資産ごとの OHLCV の足(日足・分足)だけで、trade を入れる口が無い。試したこと: bundle の daily_bar_writer.write に trade の列だけの DataFrame を渡した -> KeyError: ""None of [Index(['volume', 'open', 'low', 'high', 'close'], dtype='object')] are in the [columns]"""
opp_zipline_reloaded	p3-book_snapshot	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""asks"": [[5012500.0, 0.4], [5013000.0, 2.0]], ""bids"": [[5012000.0, 0.5], [5011000.0, 1.0]]}, ""sequence"": [[""book_snapshot"", 1700092800000000000]]}"	"zipline の入力は bundle に書いた資産ごとの OHLCV の足(日足・分足)だけで、book_snapshot を入れる口が無い。試したこと: bundle の daily_bar_writer.write に book_snapshot の列だけの DataFrame を渡した -> KeyError: ""None of [Index(['volume', 'open', 'low', 'high', 'close'], dtype='object')] are in the [columns]"""
opp_zipline_reloaded	p3-book_delta	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 5012000.0, ""qty"": 0.3, ""side"": ""bid""}, ""sequence"": [[""book_delta"", 1700092800000000000]]}"	"zipline の入力は bundle に書いた資産ごとの OHLCV の足(日足・分足)だけで、book_delta を入れる口が無い。試したこと: bundle の daily_bar_writer.write に book_delta の列だけの DataFrame を渡した -> KeyError: ""None of [Index(['volume', 'open', 'low', 'high', 'close'], dtype='object')] are in the [columns]"""
opp_zipline_reloaded	p3-bar	P0-3	capability	不一致	不一致	2 回の実行で同じ	ok	"{""fields"": {""close"": NaN, ""high"": NaN, ""low"": NaN, ""open"": NaN, ""volume"": NaN}, ""sequence"": [[""bar"", 1700092800000000000]]}"	ok	"{""fields"": {""close"": NaN, ""high"": NaN, ""low"": NaN, ""open"": NaN, ""volume"": NaN}, ""sequence"": [[""bar"", 1700092800000000000]]}"	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	日足 1 本。data.current で読んだ
opp_zipline_reloaded	p3-funding	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	"zipline の入力は bundle に書いた資産ごとの OHLCV の足(日足・分足)だけで、funding を入れる口が無い。試したこと: bundle の daily_bar_writer.write に funding の列だけの DataFrame を渡した -> KeyError: ""None of [Index(['volume', 'open', 'low', 'high', 'close'], dtype='object')] are in the [columns]"""
opp_zipline_reloaded	p3-liquidation	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	"zipline の入力は bundle に書いた資産ごとの OHLCV の足(日足・分足)だけで、liquidation を入れる口が無い。試したこと: bundle の daily_bar_writer.write に liquidation の列だけの DataFrame を渡した -> KeyError: ""None of [Index(['volume', 'open', 'low', 'high', 'close'], dtype='object')] are in the [columns]"""
opp_zipline_reloaded	p3-mixed-one-run	P0-3	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""bar"", 1700352000000000000], [""funding"", 1700438400000000000], [""liquidation"", 1700524800000000000]]}"	"zipline の入力は bundle に書いた資産ごとの OHLCV の足(日足・分足)だけで、足以外の 5 種 を入れる口が無い。試したこと: bundle の daily_bar_writer.write に 足以外の 5 種 の列だけの DataFrame を渡した -> KeyError: ""None of [Index(['volume', 'open', 'low', 'high', 'close'], dtype='object')] are in the [columns]"""
