target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1
new_impl	p1-merge-by-time	P0-1	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000], [""funding"", 1700265600000000000], [""bar"", 1700352000000000000], [""trade"", 1700438400000000000]]}"	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000], [""funding"", 1700265600000000000], [""bar"", 1700352000000000000], [""trade"", 1700438400000000000]]}"	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000], [""funding"", 1700265600000000000], [""bar"", 1700352000000000000], [""trade"", 1700438400000000000]]}"	3 つの入力を名前つきの流れ(辞書、渡した順に作成)で CoreEngine に渡し、on_event の各呼び出しで(型, exchange_time_ns)を記録
new_impl	p1-one-call-per-event	P0-1	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	足 5 本を 1 本の入力で渡し、on_event の各呼び出しで(型, exchange_time_ns)を記録
new_impl	p1-typed-events	P0-1	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000]]}"	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000]]}"	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000]]}"	足と約定を 1 本の入力で渡し、戦略が event.EVENT_TYPE で型を判別して記録
new_impl	p2-iso-utc	P0-2	value	正解と一致	正解と一致	2 回の実行で同じ	ok	1704067200123456789	ok	1704067200123456789	1704067200123456789	core.to_nanos(iso, 'iso')
new_impl	p2-iso-offset	P0-2	value	正解と一致	正解と一致	2 回の実行で同じ	ok	1704067200123456789	ok	1704067200123456789	1704067200123456789	core.to_nanos(iso, 'iso')
new_impl	p2-event-time-exact	P0-2	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400123456789]}"	ok	"{""observed_ts_ns"": [1700006400123456789]}"	"{""observed_ts_ns"": [1700006400123456789]}"	約定(価格 100.0 数量 0.01)で渡し、on_event で event.exchange_time_ns を記録
new_impl	p2-one-ns-apart	P0-2	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	ok	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	約定(価格 100.0 数量 0.01)で渡し、on_event で event.exchange_time_ns を記録
new_impl	p3-trade	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": ""buy""}, ""sequence"": [[""trade"", 1700092800000000000]]}"	ok	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": ""buy""}, ""sequence"": [[""trade"", 1700092800000000000]]}"	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": ""buy""}, ""sequence"": [[""trade"", 1700092800000000000]]}"	「trade」1 件を渡し、on_event で受け取った事象の型・時刻・中身(欄名は場面の語に読み替え)を記録
new_impl	p3-book_snapshot	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""asks"": [[5012500.0, 0.4], [5013000.0, 2.0]], ""bids"": [[5012000.0, 0.5], [5011000.0, 1.0]]}, ""sequence"": [[""book_snapshot"", 1700092800000000000]]}"	ok	"{""fields"": {""asks"": [[5012500.0, 0.4], [5013000.0, 2.0]], ""bids"": [[5012000.0, 0.5], [5011000.0, 1.0]]}, ""sequence"": [[""book_snapshot"", 1700092800000000000]]}"	"{""fields"": {""asks"": [[5012500.0, 0.4], [5013000.0, 2.0]], ""bids"": [[5012000.0, 0.5], [5011000.0, 1.0]]}, ""sequence"": [[""book_snapshot"", 1700092800000000000]]}"	「book_snapshot」1 件を渡し、on_event で受け取った事象の型・時刻・中身(欄名は場面の語に読み替え)を記録
new_impl	p3-book_delta	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""price"": 5012000.0, ""qty"": 0.3, ""side"": ""bid""}, ""sequence"": [[""book_delta"", 1700092800000000000]]}"	ok	"{""fields"": {""price"": 5012000.0, ""qty"": 0.3, ""side"": ""bid""}, ""sequence"": [[""book_delta"", 1700092800000000000]]}"	"{""fields"": {""price"": 5012000.0, ""qty"": 0.3, ""side"": ""bid""}, ""sequence"": [[""book_delta"", 1700092800000000000]]}"	「book_delta」1 件を渡し、on_event で受け取った事象の型・時刻・中身(欄名は場面の語に読み替え)を記録
