ts,oi,volume
2026-09-10 08:20:00+00:00,2884533246.3716,14298680.7133
2026-09-10 08:25:00+00:00,2883122604.6004,5492186.549
2026-09-10 08:30:00+00:00,2884012813.7101,11070544.314
2026-09-10 08:35:00+00:00,2885627135.4993,18621732.9671
2026-09-10 08:40:00+00:00,2883860937.7041,7979724.7451
2026-09-10 08:45:00+00:00,2884884578.383,3906954.5963
2026-09-10 08:50:00+00:00,2888315700.2576,3889610.7275
2026-09-10 08:55:00+00:00,2882727373.5321,25021212.1545
2026-09-10 09:00:00+00:00,2886758880.3742,2284025.3576
2026-09-10 09:05:00+00:00,2888081835.7079,10829806.7906
2026-09-10 09:10:00+00:00,2886380180.3209,6708496.4059
2026-09-10 09:15:00+00:00,2888208978.2495,2468270.1719
2026-09-10 09:20:00+00:00,2888287842.4549,3198153.5116
2026-09-10 09:25:00+00:00,2887114064.9082,6478256.0107
2026-09-10 09:30:00+00:00,2885026719.5347,6932656.4793
2026-09-10 09:35:00+00:00,2884963628.3695,10246429.5459
2026-09-10 09:40:00+00:00,2885404139.9278,11799535.2779
2026-09-10 09:45:00+00:00,2886628047.6207,16473985.9843
2026-09-10 09:50:00+00:00,2888064500.9247,8061690.4437
2026-09-10 09:55:00+00:00,2888162670.1811,10704681.3549
2026-09-10 10:00:00+00:00,2891504278.782,9290221.8331
2026-09-10 10:05:00+00:00,2893034240.1686,11279247.2884
2026-09-10 10:10:00+00:00,2890335482.723,9426897.7975
2026-09-10 10:15:00+00:00,2891478101.6773,11360669.1282
2026-09-10 10:20:00+00:00,2892974382.7577,2696604.7413
2026-09-10 10:25:00+00:00,2892263706.9211,4321601.4634
2026-09-10 10:30:00+00:00,2896371768.7771,6876368.4661
2026-09-10 10:35:00+00:00,2896838261.4957,30516117.505
2026-09-10 10:40:00+00:00,2896344616.5214,14283472.1712
2026-09-10 10:45:00+00:00,2897904257.6232,6521619.7307
2026-09-10 10:50:00+00:00,2895918110.6299,7662436.3184
2026-09-10 10:55:00+00:00,2897479888.8373,7789346.3512
2026-09-10 11:00:00+00:00,2892213589.9775,15282976.2822
2026-09-10 11:05:00+00:00,2880440985.3422,81898266.358
2026-09-10 11:10:00+00:00,2888054387.9358,29291703.8435
2026-09-10 11:15:00+00:00,2893335930.717,16072758.4737
2026-09-10 11:20:00+00:00,2892988580.1219,22613460.035
2026-09-10 11:25:00+00:00,2891209283.3445,11111553.8744
2026-09-10 11:30:00+00:00,2893148940.1174,6386031.1821
2026-09-10 11:35:00+00:00,2891060151.8144,16194536.7991
2026-09-10 11:40:00+00:00,2887803215.8254,15607752.799
2026-09-10 11:45:00+00:00,2886451665.1032,8232403.828
2026-09-10 11:50:00+00:00,2888301156.3752,14078039.8109
2026-09-10 11:55:00+00:00,2884514445.0767,13161628.0026
2026-09-10 12:00:00+00:00,2882632466.5448,11517872.461
2026-09-10 12:05:00+00:00,2880854387.3211,24675448.6448
2026-09-10 12:10:00+00:00,2893454943.6804,32297769.8584
2026-09-10 12:15:00+00:00,2886440243.511,22974863.7656
2026-09-10 12:20:00+00:00,2893260971.2589,25129052.0557
2026-09-10 12:25:00+00:00,2893166205.8831,38818286.6326
2026-09-10 12:30:00+00:00,2856958859.1889,19592774.3116
2026-09-10 12:35:00+00:00,2845141432.1347,323768547.5034
2026-09-10 12:40:00+00:00,2857929480.3991,223599418.7138
2026-09-10 12:45:00+00:00,2844649313.6726,118626295.0321
2026-09-10 12:50:00+00:00,2851981181.6891,338051817.8064
2026-09-10 12:55:00+00:00,2880900005.1672,109178470.906
2026-09-10 13:00:00+00:00,2892393033.9764,123336008.2817
2026-09-10 13:05:00+00:00,2896691206.7554,85301497.5966
2026-09-10 13:10:00+00:00,2900812721.4511,60459611.5757
2026-09-10 13:15:00+00:00,2909906431.9593,93576530.3362
2026-09-10 13:20:00+00:00,2931954444.0871,75517129.7928
2026-09-10 13:25:00+00:00,2928602847.6019,48316357.8771
2026-09-10 13:30:00+00:00,2930157040.9396,30591036.2409
2026-09-10 13:35:00+00:00,2929546629.1869,56639320.0365
2026-09-10 13:40:00+00:00,2939521889.2437,57054584.6906
2026-09-10 13:45:00+00:00,2945994218.8899,33729096.4516
2026-09-10 13:50:00+00:00,2950937883.4853,37433555.81
2026-09-10 13:55:00+00:00,2939310998.5832,58863258.6337
2026-09-10 14:00:00+00:00,2935500611.8034,38433388.8004
2026-09-10 14:05:00+00:00,2927159805.7956,75352163.2508
2026-09-10 14:10:00+00:00,2938389979.7083,68968769.0122
2026-09-10 14:15:00+00:00,2933379299.4924,27171237.8835
2026-09-10 14:20:00+00:00,2932497089.2191,27719378.3888
2026-09-10 14:25:00+00:00,2933499527.7356,41156746.4803
2026-09-10 14:30:00+00:00,2930782841.6159,63569893.4164
2026-09-10 14:35:00+00:00,2931742334.4227,20622149.0298
2026-09-10 14:40:00+00:00,2934369475.8345,20173096.4205
2026-09-10 14:45:00+00:00,2931963314.8048,20756909.569
2026-09-10 14:50:00+00:00,2938220344.4029,30787419.0307
2026-09-10 14:55:00+00:00,2939721537.0643,22381655.1034
2026-09-10 15:00:00+00:00,2944925045.1896,31471694.3248
2026-09-10 15:05:00+00:00,2946264650.2116,28810460.8146
2026-09-10 15:10:00+00:00,2945147272.3158,10200350.5938
2026-09-10 15:15:00+00:00,2944512728.3627,9133899.208
2026-09-10 15:20:00+00:00,2938294466.5096,20368311.2579
2026-09-10 15:25:00+00:00,2935503920.3703,19891436.8021
2026-09-10 15:30:00+00:00,2938392689.8665,19371912.1859
