date,open,high,low,close,volume
2005-01-03,3000.0,3044.408045370492,2990.4321165890924,3040.9396318416448,20386.323119933073
2005-01-04,3043.985360746867,3049.5833862801173,3008.471934456896,3010.136831419254,12712.879579236987
2005-01-05,3012.7694525697098,3022.408424883787,3008.3900776788,3017.3380862175563,19166.822050569186
2005-01-06,3014.706918857917,3028.8630105712114,3011.0628242811736,3022.708515253011,18685.59371057148
2005-01-07,3019.199509949587,3038.15249382437,3011.8086883990823,3029.780112054425,8617.561722743649
2005-01-10,3027.9901115433518,3065.046803701853,3018.0499279682113,3061.0216408391498,16189.311193708038
2005-01-11,3066.634682418449,3069.448488755111,3031.3734078626053,3042.8887956055355,21438.427812094887
2005-01-12,3038.9285489298845,3050.7535079968084,3008.1463759167755,3011.0347435075228,12905.306828953258
2005-01-13,3011.7581763400062,3028.7216481078995,3005.28307211916,3016.890566370639,47048.888234130965
2005-01-14,3016.56057528802,3044.5714504258394,3005.897866055756,3042.044423871475,14053.039510357214
2005-01-17,3047.662663167856,3058.3899419035374,3036.563842079201,3046.559438957003,23630.48216589567
2005-01-18,3045.4110147385595,3057.2228668445928,3009.822829235194,3014.690749120173,10889.775218901763
2005-01-19,3022.379360826758,3048.357806631858,3015.658874753583,3044.292202698524,16629.64833631944
2005-01-20,3045.317487050067,3053.0337977289946,3042.5896763387536,3044.1188466379294,41460.9071671046
2005-01-21,3045.8229003743836,3055.0642788243586,3026.3162974631878,3030.345018525736,20329.95958515837
2005-01-24,3030.5718738724127,3032.8918119710675,2994.2464802689465,3001.891263531092,21932.45533751164
2005-01-25,3001.0582377472347,3006.003513257746,2986.367698829675,2989.7333291261457,6361.456499793124
2005-01-26,2985.694053192294,2995.092719963563,2918.2004101376583,2920.5230897394044,22169.688405989054
2005-01-27,2925.8374917170468,2928.144769811063,2871.4763079327004,2882.240788556604,35784.60900213691
2005-01-28,2885.3665197905543,2894.8013872374154,2854.5115226032076,2863.225377398247,15252.204130085755
2005-01-31,2859.315163921989,2899.9844737435938,2855.085721918764,2889.336012978521,16117.313076891558
2005-02-01,2896.6112419489978,2917.469031113569,2887.7070909544286,2908.6923426209296,9202.246480449461
2005-02-02,2909.912818275182,2920.7085564060567,2867.6742727635938,2870.9585729955975,13817.621574718958
2005-02-03,2872.0531483690434,2899.451904286066,2866.5664899840494,2893.048201880593,27117.89417271689
2005-02-04,2888.5430590129486,2898.024066477743,2870.8945930969176,2881.7128610974414,28468.245164748558
2005-02-07,2882.294960599819,2906.5363152499563,2870.856479888451,2899.386456832653,18961.91280574355
2005-02-08,2897.403075407391,2901.079620707415,2878.339175585238,2887.80487227529,25475.965143652764
2005-02-09,2885.7562579169226,2893.2619339925122,2837.812712289166,2844.8376760383107,12192.780114356108
2005-02-10,2840.5606099426136,2846.5487093222146,2788.005003169667,2797.93886767107,21616.17149027865
2005-02-11,2797.245241889186,2803.1783853349975,2774.1360053474154,2780.064086960239,27850.71136503196
2005-02-14,2770.605356801715,2781.006892630283,2763.7559426808043,2765.575870752856,26112.140593046453
2005-02-15,2770.7571136029537,2789.980494648321,2765.081428072459,2782.1002961363743,49292.835629696725
2005-02-16,2779.7122705258816,2783.113149852247,2768.9225627721976,2772.854906763426,30207.479106170278
2005-02-17,2772.621961961745,2780.1367563396875,2754.4211067438982,2762.5067391019834,19728.530037573953
2005-02-18,2765.374249987467,2790.3544400551305,2755.0047236144464,2782.4410324089476,27255.971294056853
2005-02-21,2784.9750924851396,2806.0203285647203,2774.808636400388,2800.090102325372,44630.50145231743
2005-02-22,2802.9736861523324,2806.229112897797,2739.9381059210054,2745.907580394814,16085.598932894558
2005-02-23,2739.9466364002305,2746.3388489830104,2703.9902456721697,2708.178776792679,145821.27271151962
2005-02-24,2707.4751358082435,2717.120429159473,2700.5072456394273,2707.2975951444364,33059.879766483806
2005-02-25,2713.276732190953,2721.237399448606,2698.1496419196474,2700.8839920682803,41585.77053276849
2005-02-28,2699.825651403677,2710.091544559203,2678.2687607416547,2682.7559779868047,33890.34722084086
2005-03-01,2685.3256160804312,2686.874436541187,2658.6580422485877,2661.307294935594,39643.83921205602
2005-03-02,2662.213572991438,2669.106125055044,2652.389885490771,2664.679893312661,20751.95470805864
2005-03-03,2659.8402294372586,2664.595635830417,2633.075817071995,2643.513108964137,89711.53755380721
2005-03-04,2646.1829763237834,2682.3459547534067,2641.416136580468,2673.372658664483,30611.214707704796
2005-03-07,2677.1375055856024,2685.069525570837,2655.2408999459894,2657.020516896972,17293.012799149285
2005-03-08,2656.5214793434957,2666.0583434475134,2654.2170202465204,2658.2333065469543,27979.076129384903
2005-03-09,2654.871253623784,2661.7485409399364,2630.777308591887,2638.1959740506586,10185.269048387114
2005-03-10,2636.1386320747047,2639.859414875225,2610.9974243291636,2620.4221553126417,8428.326686729743
2005-03-11,2622.29614980175,2629.080755047304,2590.0635054854133,2595.485997142915,33618.46573987352
2005-03-14,2595.001955360049,2598.815704905824,2586.319780599183,2596.696938907261,24026.757964621975
2005-03-15,2595.864088005477,2621.2207182438033,2593.3392910200755,2615.6736327588587,28812.621404163183
2005-03-16,2618.423918243427,2621.635948835338,2605.2891905148063,2611.3292357236483,26874.17388969296
2005-03-17,2613.0063378293544,2621.3509730911264,2591.463509021669,2601.0839977618907,7454.633667426466
2005-03-18,2602.1178496766584,2616.7231337144717,2594.897633717247,2608.2394141717327,23687.872487823977
2005-03-21,2604.8781749940404,2632.75298901015,2597.557963219553,2625.1889132181336,24410.2127715871
2005-03-22,2627.4590089295048,2652.325012601189,2621.1456693847604,2641.9907573903747,25017.521516328885
2005-03-23,2643.8704325840563,2652.7509086017135,2640.732910363172,2648.11981563653,36045.956705146644
2005-03-24,2650.4361731405306,2675.2181841447723,2642.4263595188218,2670.3493223466485,14624.919141030425
2005-03-25,2669.280631477582,2672.8866325743866,2650.7926959383835,2659.951397956319,28868.635105022044
2005-03-28,2657.544869534244,2678.754735259368,2652.1075825847997,2674.017150669028,30846.0222265464
2005-03-29,2673.748190196235,2680.7565098759173,2671.70361971539,2673.127629798308,59960.49035816061
2005-03-30,2672.8739182242975,2689.5406987750007,2669.306479070345,2680.734164814616,13253.195216991047
2005-03-31,2678.7934643040358,2715.749286744781,2670.1445178655326,2712.9401827577917,38547.54432371932
2005-04-01,2711.704272220606,2718.6645078047263,2691.2272649355355,2696.8288702335703,27350.41976760175
2005-04-04,2696.2322217789647,2744.3279281949153,2692.343723249156,2739.9647298999807,21858.873286474533
2005-04-05,2743.8536440077137,2755.292711628765,2735.636610328169,2751.9480576211577,3782.5354995627067
2005-04-06,2754.423332209113,2787.7118925715267,2744.816528697261,2778.072036483955,9561.80873074748
2005-04-07,2774.7999962746694,2793.096810720519,2767.8609936182042,2786.0834975607922,35315.10315746251
2005-04-08,29.989346108938143,30.052442871754447,29.898027051972267,29.951952081781542,634.3347467254571
2005-04-11,2778.691294723055,2828.3100382711928,2772.8263222451674,2824.5122947795653,54371.93424059196
2005-04-12,2824.084919357405,2893.9244479677927,2814.165049793229,2892.1164768263443,32998.31039655772
2005-04-13,2892.187608603909,2926.75998710931,2883.4152129588315,2922.994331563064,13510.454615678495
2005-04-14,2930.3381672375212,2937.3269779700727,2918.9060110551586,2932.0913290040435,12375.179443516126
2005-04-15,2937.259522677969,2963.8157104426623,2926.5670461475534,2960.518948928674,21699.213261861038
2005-04-18,2969.2688495443585,2979.8218996613396,2961.7467712001867,2977.9639490062286,22789.492623147937
2005-04-19,2976.874048404539,3009.028808883227,2968.8508542115464,3005.2500349162724,17402.40870495317
2005-04-20,2993.5420842277017,2995.3894523800636,2986.3366338263704,2988.4189390262563,41258.11528819615
2005-04-21,2988.480613842333,2996.579034244111,2967.737391204466,2969.8292174976127,33646.755302490754
2005-04-22,2973.3436125554954,2983.4672265074796,2962.041058952888,2981.547104286929,30514.83042083812
2005-04-25,2983.691443205323,2991.8434194939505,2956.0754729652376,2963.3677252803873,31196.543846231474
2005-04-26,2966.228805182522,2978.021800481887,2956.427497473462,2960.379317964591,26477.387343822233
2005-04-27,2964.575083968739,2966.1183455912637,2930.999588376165,2939.677611337847,31147.124738285856
2005-04-28,2938.5979172674397,2957.8709916878297,2934.6839486594235,2951.580282737862,22253.85884441369
2005-04-29,2951.920590090631,2960.787745845235,2944.0378655315603,2956.2958557192583,18144.30150746426
2005-05-02,2956.2859591536208,2965.61250714007,2953.057467890692,2955.083788022721,19344.99591326779
2005-05-03,2956.6985381126274,2988.410042073495,2949.386936745163,2978.8479548329306,15200.557380222159
2005-05-04,2974.304294010552,3010.0035116683966,2972.360112871826,3006.808670199834,11064.33609770871
2005-05-05,3000.462901182512,3011.283056637674,2974.8016672932113,2977.004591950988,31347.92289139884
2005-05-06,2978.7007901282655,2984.7689741350564,2963.130941402975,2969.2229390608895,21584.714259119395
2005-05-09,2961.563121720372,2985.345353822137,2958.151312490418,2979.8891057281744,11460.751881125165
2005-05-10,2974.3744755532803,3012.5064303820886,2972.7344763666856,3004.1659836642298,30094.463751647585
2005-05-11,3007.532727014375,3017.6179003800016,3000.3643319959224,3011.210612549955,22654.34048618051
2005-05-12,3016.699527096569,3041.381464573409,3007.547770343171,3030.026413340938,13040.527249083823
2005-05-13,3025.5562685275395,3052.5500144046946,3017.2303804298053,3048.2971699717714,16189.17394093208
2005-05-16,3048.966945272011,3060.5795848632897,3035.549834745902,3044.8381067522314,6627.362840764312
2005-05-17,3041.708206659539,3051.180838284739,3021.3522009402736,3029.1545622852464,45889.969128452154
2005-05-18,3031.112205034933,3040.170850137412,3019.6062473322477,3034.541488560104,36747.412163541485
2005-05-19,3031.368912607472,3043.038330241667,3023.0439721716966,3028.4338840432306,11914.632688430893
2005-05-20,3027.580888024499,3044.277390621108,3023.665426295384,3036.780526583611,19807.9002657197
2005-05-23,3036.8514111217905,3061.0891886373693,3030.577359661762,3052.4796781701666,20453.042750031287
2005-05-24,3051.368413239479,3078.634128639349,3041.192527045394,3069.404553469728,20775.023246822635
2005-05-25,3067.6137369417133,3085.119015945702,3056.077527366085,3075.463912544551,89108.81957556606
2005-05-26,3075.493748988059,3099.614119170257,3066.30580469985,3093.838845935421,52761.018318161856
2005-05-27,3093.0725586683466,3103.5789837498132,3065.6628549594975,3075.2637133186117,18008.724962554672
2005-05-30,3083.530890276415,3089.953608722948,3066.9603644687027,3072.0497314837553,29415.945233086695
2005-05-31,3073.041198731314,3079.7682203645677,3060.9666995952293,3076.772370058526,11097.884405612218
2005-06-01,3076.5470978701355,3080.3014596155176,3045.301679785964,3056.8080713990435,22398.56989876013
2005-06-02,3054.831770614881,3071.8160674602937,3050.1118703598486,3062.1470214533833,22646.86784572799
2005-06-03,3059.349658642211,3074.313164060957,3055.634903856044,3067.0525766539263,29290.708408971343
2005-06-06,3061.996463765167,3073.008371293481,3042.6561546087632,3049.1648674004477,27479.55505216763
2005-06-07,3048.2871444123193,3067.758609402759,3041.8874630939213,3058.1780813314112,14299.011120384235
2005-06-08,3055.836543737015,3058.5328879523663,3024.748094258452,3033.2507186316616,21770.948889427757
2005-06-09,3037.0237127723885,3040.2641720638794,3028.790158152192,3035.774873631692,10186.141741374366
2005-06-10,3035.23816596913,3042.25904426916,3027.00359669703,3039.1795052953776,8511.206851743207
2005-06-13,3040.6712401286754,3045.577763559852,3038.369939506759,3042.0172091473864,18331.443906181466
2005-06-14,3042.73916909003,3051.2376645307645,3022.911199490653,3028.7352728156534,7590.194285197594
2005-06-15,3031.335748680147,3033.713870295529,3016.102479441921,3020.1251112949963,18524.012175343705
2005-06-16,3015.038642527145,3023.775319151572,3004.667122521239,3020.2427292055727,42767.08466557709
2005-06-17,3017.7772229400152,3027.6951245580603,3006.9238668733346,3008.712796828007,47656.64738531142
2005-06-20,3005.614224256915,3009.6552547300253,2984.2421914750407,2987.7101555974764,25881.096673304517
2005-06-21,2982.997886066039,3027.144543101668,2975.222496897085,3022.0867645209,20136.433080180737
2005-06-22,3019.9202537573606,3047.6582390642416,3015.312879504366,3045.861711671246,26248.548719609636
2005-06-23,3048.9240415445483,3059.878443534577,3044.6857539581893,3056.513628663634,30169.867971117994
2005-06-24,3053.8596145130696,3074.7811245144885,3047.802647752874,3065.64965442288,60004.254703355866
