date,open,high,low,close,adjclose,volume
2020-01-07,9917.0,9917.0,9917.0,9917.0,9813.2470703125,0
2020-01-08,9917.0,9917.0,9917.0,9917.0,9813.2470703125,0
2020-01-09,10097.0,10097.0,10097.0,10097.0,9991.3623046875,0
2020-01-10,10300.0,10320.0,10280.0,10320.0,10212.0302734375,2502
2020-01-14,10390.0,10400.0,10350.0,10370.0,10261.5078125,5739
2020-01-15,10400.0,10400.0,10300.0,10320.0,10212.0302734375,5119
2020-01-16,10400.0,10400.0,10320.0,10350.0,10241.71875,1391
2020-01-17,10440.0,10460.0,10410.0,10450.0,10340.6708984375,2381
2020-01-20,10530.0,10530.0,10470.0,10490.0,10380.251953125,2852
2020-01-21,10500.0,10510.0,10410.0,10410.0,10301.0888671875,4361
2020-01-22,10510.0,10520.0,10410.0,10510.0,10400.04296875,769
2020-01-23,10500.0,10500.0,10380.0,10390.0,10281.298828125,3233
2020-01-24,10450.0,10450.0,10400.0,10450.0,10340.6708984375,958
2020-01-27,10350.0,10350.0,10170.0,10210.0,10103.181640625,6207
2020-01-28,10200.0,10200.0,10130.0,10200.0,10093.2861328125,5346
2020-01-29,10300.0,10310.0,10240.0,10300.0,10192.240234375,2519
2020-01-30,10250.0,10250.0,10150.0,10150.0,10043.8095703125,2953
2020-01-31,10280.0,10300.0,10150.0,10280.0,10172.451171875,1177
2020-02-03,10150.0,10150.0,10000.0,10110.0,10004.2275390625,7134
2020-02-04,10130.0,10180.0,10080.0,10180.0,10073.494140625,2996
2020-02-05,10310.0,10340.0,10200.0,10310.0,10202.134765625,2043
2020-02-06,10400.0,10510.0,10400.0,10490.0,10380.251953125,2633
2020-02-07,10510.0,10510.0,10440.0,10490.0,10380.251953125,829
2020-02-10,10390.0,10450.0,10300.0,10420.0,10310.984375,2350
2020-02-12,10500.0,10500.0,10440.0,10480.0,10370.3564453125,2007
2020-02-13,10530.0,10530.0,10480.0,10500.0,10390.1484375,2186
2020-02-14,10520.0,10550.0,10500.0,10550.0,10439.6240234375,1130
2020-02-17,10650.0,10650.0,10550.0,10630.0,10518.787109375,1677
2020-02-18,10610.0,10610.0,10530.0,10560.0,10449.521484375,1561
2020-02-19,10600.0,10610.0,10520.0,10590.0,10479.2060546875,1159
2020-02-20,10630.0,10950.0,10610.0,10750.0,10637.53125,4288
2020-02-21,10740.0,10750.0,10700.0,10750.0,10637.53125,1462
2020-02-25,10480.0,10480.0,10280.0,10400.0,10291.193359375,15600
