timestamp,currency,walletBalance
2016-02-28T12:00:00.000Z,XBt,574252089
2016-02-29T12:00:00.000Z,XBt,573444663
2016-03-01T12:00:00.000Z,XBt,616298169
2016-03-02T12:00:00.000Z,XBt,625325544
2016-03-03T12:00:00.000Z,XBt,707494711
2016-03-04T12:00:00.000Z,XBt,727415845
2016-03-05T12:00:00.000Z,XBt,1174374981
2016-03-06T12:00:00.000Z,XBt,1295303970
2016-03-07T12:00:00.000Z,XBt,1323720967
2016-03-08T12:00:00.000Z,XBt,1363884209
2016-03-09T12:00:00.000Z,XBt,1382477645
2016-03-10T12:00:00.000Z,XBt,1393815057
2016-03-11T12:00:00.000Z,XBt,1412967945
2016-03-12T12:00:00.000Z,XBt,1456002586
2016-03-13T12:00:00.000Z,XBt,1496774717
2016-03-14T12:00:00.000Z,XBt,1508575102
2016-03-15T12:00:00.000Z,XBt,1544903401
2016-03-16T12:00:00.000Z,XBt,1572174784
2016-03-17T12:00:00.000Z,XBt,1686488359
2016-03-18T12:00:00.000Z,XBt,1878445592
2016-03-19T12:00:00.000Z,XBt,1903731964
2016-03-20T12:00:00.000Z,XBt,1917715535
2016-03-21T12:00:00.000Z,XBt,1937969004
2016-03-22T12:00:00.000Z,XBt,1956629314
2016-03-23T12:00:00.000Z,XBt,2013437773
2016-03-24T12:00:00.000Z,XBt,2363633908
2016-03-25T12:00:00.000Z,XBt,1938221916
2016-03-26T12:00:00.000Z,XBt,1948588692
2016-03-27T12:00:00.000Z,XBt,2027717335
2016-03-28T12:00:00.000Z,XBt,2058515318
2016-03-29T12:00:00.000Z,XBt,2212078252
2016-03-30T12:00:00.000Z,XBt,2268381321
2016-03-31T12:00:00.000Z,XBt,2308772011
2016-04-01T12:00:00.000Z,XBt,2346526842
2016-04-02T12:00:00.000Z,XBt,2396408557
2016-04-03T12:00:00.000Z,XBt,2396408557
2016-04-04T12:00:00.000Z,XBt,2644481989
2016-04-05T12:00:00.000Z,XBt,2662540688
2016-04-06T12:00:00.000Z,XBt,2681478569
2016-04-07T12:00:00.000Z,XBt,2705391626
2016-04-08T12:00:00.000Z,XBt,2754957849
2016-04-09T12:00:00.000Z,XBt,2773504400
2016-04-10T12:00:00.000Z,XBt,3089270814
2016-04-11T12:00:00.000Z,XBt,3129100383
2016-04-12T12:00:00.000Z,XBt,3142254944
2016-04-13T12:00:00.000Z,XBt,3248401612
2016-04-14T12:00:00.000Z,XBt,3247028068
2016-04-15T12:00:00.000Z,XBt,3273420440
2016-04-16T12:00:00.000Z,XBt,3358187491
2016-04-17T12:00:00.000Z,XBt,3675794603
2016-04-18T12:00:00.000Z,XBt,3699685283
2016-04-19T12:00:00.000Z,XBt,3716380120
2016-04-20T12:00:00.000Z,XBt,3726955847
2016-04-21T12:00:00.000Z,XBt,3809570993
2016-04-22T12:00:00.000Z,XBt,3838300173
2016-04-23T12:00:00.000Z,XBt,3856478782
2016-04-24T12:00:00.000Z,XBt,3875181647
2016-04-25T12:00:00.000Z,XBt,3913318959
2016-04-26T12:00:00.000Z,XBt,3947735645
2016-04-27T12:00:00.000Z,XBt,4422699616
2016-04-28T12:00:00.000Z,XBt,4481203468
2016-04-29T12:00:00.000Z,XBt,4491843340
2016-04-30T12:00:00.000Z,XBt,4597400243
2016-05-01T12:00:00.000Z,XBt,4606293954
2016-05-02T12:00:00.000Z,XBt,4613548049
2016-05-03T12:00:00.000Z,XBt,4620961515
2016-05-04T12:00:00.000Z,XBt,4646064150
2016-05-05T12:00:00.000Z,XBt,4659455618
2016-05-06T12:00:00.000Z,XBt,4667692072
2016-05-07T12:00:00.000Z,XBt,5100808066
2016-05-08T12:00:00.000Z,XBt,5140533045
2016-05-09T12:00:00.000Z,XBt,5134553096
2016-05-10T12:00:00.000Z,XBt,5406871822
2016-05-11T12:00:00.000Z,XBt,5409074999
2016-05-12T12:00:00.000Z,XBt,5523522027
2016-05-13T12:00:00.000Z,XBt,5537739460
2016-05-14T12:00:00.000Z,XBt,5632011981
2016-05-15T12:00:00.000Z,XBt,5640097298
2016-05-16T12:00:00.000Z,XBt,5642202934
2016-05-17T12:00:00.000Z,XBt,5930610025
2016-05-18T12:00:00.000Z,XBt,5984277648
2016-05-19T12:00:00.000Z,XBt,6041985287
2016-05-20T12:00:00.000Z,XBt,6043990188
2016-05-21T12:00:00.000Z,XBt,6104415167
2016-05-22T12:00:00.000Z,XBt,6108122625
2016-05-23T12:00:00.000Z,XBt,6118686064
2016-05-24T12:00:00.000Z,XBt,6153804381
2016-05-25T12:00:00.000Z,XBt,6168120050
2016-05-26T12:00:00.000Z,XBt,6182929868
2016-05-27T12:00:00.000Z,XBt,6186891626
2016-05-28T12:00:00.000Z,XBt,5812607218
2016-05-29T12:00:00.000Z,XBt,4064579715
2016-05-30T12:00:00.000Z,XBt,4065445581
2016-05-31T12:00:00.000Z,XBt,4066541922
2016-06-01T12:00:00.000Z,XBt,4078759554
2016-06-02T12:00:00.000Z,XBt,4093020587
2016-06-03T12:00:00.000Z,XBt,3768881922
2016-06-04T12:00:00.000Z,XBt,3636231820
2016-06-05T12:00:00.000Z,XBt,3683590794
2016-06-06T12:00:00.000Z,XBt,3842921969
2016-06-07T12:00:00.000Z,XBt,3847170075
2016-06-08T12:00:00.000Z,XBt,3855404027
2016-06-09T12:00:00.000Z,XBt,3861909789
2016-06-10T12:00:00.000Z,XBt,3873816138
2016-06-11T12:00:00.000Z,XBt,3884011576
2016-06-12T12:00:00.000Z,XBt,3391359639
2016-06-13T12:00:00.000Z,XBt,3145128005
2016-06-14T12:00:00.000Z,XBt,3145130005
2016-06-15T12:00:00.000Z,XBt,3100786513
2016-06-16T12:00:00.000Z,XBt,2751121313
2016-06-17T12:00:00.000Z,XBt,4514960898
2016-06-18T12:00:00.000Z,XBt,4796574611
2016-06-19T12:00:00.000Z,XBt,4800583466
2016-06-20T12:00:00.000Z,XBt,4801346326
2016-06-21T12:00:00.000Z,XBt,4866643547
2016-06-22T12:00:00.000Z,XBt,4879812421
2016-06-23T12:00:00.000Z,XBt,2443430810
2016-06-24T12:00:00.000Z,XBt,2528750555
2016-06-25T12:00:00.000Z,XBt,2510334992
2016-06-26T12:00:00.000Z,XBt,2511549570
2016-06-27T12:00:00.000Z,XBt,2541767142
2016-06-28T12:00:00.000Z,XBt,2575086329
2016-06-29T12:00:00.000Z,XBt,2642317410
2016-06-30T12:00:00.000Z,XBt,2646742141
2016-07-01T12:00:00.000Z,XBt,2736137972
2016-07-02T12:00:00.000Z,XBt,2735703917
2016-07-03T12:00:00.000Z,XBt,2742749351
2016-07-04T12:00:00.000Z,XBt,2669332140
2016-07-05T12:00:00.000Z,XBt,2731386346
2016-07-06T12:00:00.000Z,XBt,2827220825
2016-07-07T12:00:00.000Z,XBt,2331625993
2016-07-08T12:00:00.000Z,XBt,2479909777
2016-07-09T12:00:00.000Z,XBt,2483964457
2016-07-10T12:00:00.000Z,XBt,2456789088
2016-07-11T12:00:00.000Z,XBt,2460792242
2016-07-12T12:00:00.000Z,XBt,2470470400
2016-07-13T12:00:00.000Z,XBt,2476104788
2016-07-14T12:00:00.000Z,XBt,2417052728
2016-07-15T12:00:00.000Z,XBt,2541934602
2016-07-16T12:00:00.000Z,XBt,2550192985
2016-07-17T12:00:00.000Z,XBt,2588567047
2016-07-18T12:00:00.000Z,XBt,2602325374
2016-07-19T12:00:00.000Z,XBt,2614257067
2016-07-20T12:00:00.000Z,XBt,2624908344
2016-07-21T12:00:00.000Z,XBt,2626908474
2016-07-22T12:00:00.000Z,XBt,2630893902
2016-07-23T12:00:00.000Z,XBt,2651994356
2016-07-24T12:00:00.000Z,XBt,2666510120
2016-07-25T12:00:00.000Z,XBt,2704005544
2016-07-26T12:00:00.000Z,XBt,2726669266
2016-07-27T12:00:00.000Z,XBt,3108145462
2016-07-28T12:00:00.000Z,XBt,3143799727
2016-07-29T12:00:00.000Z,XBt,3170310334
2016-07-30T12:00:00.000Z,XBt,3176871052
2016-07-31T12:00:00.000Z,XBt,3154207998
2016-08-01T12:00:00.000Z,XBt,3173766877
2016-08-02T12:00:00.000Z,XBt,3739220737
2016-08-03T12:00:00.000Z,XBt,2713379712
2016-08-04T12:00:00.000Z,XBt,3195125015
2016-08-05T12:00:00.000Z,XBt,3311121168
2016-08-06T12:00:00.000Z,XBt,3374294321
2016-08-07T12:00:00.000Z,XBt,3375293802
2016-08-08T12:00:00.000Z,XBt,3470132464
2016-08-09T12:00:00.000Z,XBt,3488513214
2016-08-10T12:00:00.000Z,XBt,3547591418
2016-08-11T12:00:00.000Z,XBt,3625735061
2016-08-12T12:00:00.000Z,XBt,3673747097
2016-08-13T12:00:00.000Z,XBt,2927742756
2016-08-14T12:00:00.000Z,XBt,2851728555
2016-08-15T12:00:00.000Z,XBt,2144927326
2016-08-16T12:00:00.000Z,XBt,2214524034
2016-08-17T12:00:00.000Z,XBt,2221151317
2016-08-18T12:00:00.000Z,XBt,2230284327
2016-08-19T12:00:00.000Z,XBt,2235486233
2016-08-20T12:00:00.000Z,XBt,2242882590
2016-08-21T12:00:00.000Z,XBt,2245198920
2016-08-22T12:00:00.000Z,XBt,2280019425
2016-08-23T12:00:00.000Z,XBt,2313511326
2016-08-24T12:00:00.000Z,XBt,2368579014
2016-08-25T12:00:00.000Z,XBt,2396529603
2016-08-26T12:00:00.000Z,XBt,2505395923
2016-08-27T12:00:00.000Z,XBt,2513032923
2016-08-28T12:00:00.000Z,XBt,2538917033
2016-08-29T12:00:00.000Z,XBt,2792646461
2016-08-30T12:00:00.000Z,XBt,2829232385
2016-08-31T12:00:00.000Z,XBt,2882487801
2016-09-01T12:00:00.000Z,XBt,2918502909
2016-09-02T12:00:00.000Z,XBt,2954993667
2016-09-03T12:00:00.000Z,XBt,3285020548
2016-09-04T12:00:00.000Z,XBt,3360639568
2016-09-05T12:00:00.000Z,XBt,3403762686
2016-09-06T12:00:00.000Z,XBt,3428926016
2016-09-07T12:00:00.000Z,XBt,3440476565
2016-09-08T12:00:00.000Z,XBt,3496589193
2016-09-09T12:00:00.000Z,XBt,3535500324
2016-09-10T12:00:00.000Z,XBt,3553479946
2016-09-11T12:00:00.000Z,XBt,3580346261
2016-09-12T12:00:00.000Z,XBt,3499944120
2016-09-13T12:00:00.000Z,XBt,3514636138
2016-09-14T12:00:00.000Z,XBt,3539434435
2016-09-15T12:00:00.000Z,XBt,3540343345
2016-09-16T12:00:00.000Z,XBt,3593586986
2016-09-17T12:00:00.000Z,XBt,3594119692
2016-09-18T12:00:00.000Z,XBt,3606421881
2016-09-19T12:00:00.000Z,XBt,3633215152
2016-09-20T12:00:00.000Z,XBt,3706532954
2016-09-21T12:00:00.000Z,XBt,3723597904
2016-09-22T12:00:00.000Z,XBt,3751549266
2016-09-23T12:00:00.000Z,XBt,3760195062
2016-09-24T12:00:00.000Z,XBt,3765030402
2016-09-25T12:00:00.000Z,XBt,3773455456
2016-09-26T12:00:00.000Z,XBt,3779833010
2016-09-27T12:00:00.000Z,XBt,3781418527
2016-09-28T12:00:00.000Z,XBt,3782261539
2016-09-29T12:00:00.000Z,XBt,3694810449
2016-09-30T12:00:00.000Z,XBt,3730161331
2016-10-01T12:00:00.000Z,XBt,3741420156
2016-10-02T12:00:00.000Z,XBt,4373296942
2016-10-03T12:00:00.000Z,XBt,3731674839
2016-10-04T12:00:00.000Z,XBt,3771460584
2016-10-05T12:00:00.000Z,XBt,3781887712
2016-10-06T12:00:00.000Z,XBt,3814379086
2016-10-07T12:00:00.000Z,XBt,3835762964
2016-10-08T12:00:00.000Z,XBt,3865305875
2016-10-09T12:00:00.000Z,XBt,3923306259
2016-10-10T12:00:00.000Z,XBt,3944899060
2016-10-11T12:00:00.000Z,XBt,4075611723
2016-10-12T12:00:00.000Z,XBt,4119505746
2016-10-13T12:00:00.000Z,XBt,4125167290
2016-10-14T12:00:00.000Z,XBt,4141859971
2016-10-15T12:00:00.000Z,XBt,4179693216
2016-10-16T12:00:00.000Z,XBt,4245784321
